date,equity_open,buy_value,sell_value,traded_value,turnover,buy_count,sell_count,target_weight_sum
2022-08-22,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-08-29,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-09-05,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-09-12,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-09-19,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-09-26,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-10-03,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-10-10,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-10-17,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-10-24,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-10-31,939198.8575281121,0.0,0.0,0.0,0.0,0,0,0.0
2022-11-07,939198.8575281121,419195.23737705423,0.0,419195.23737705423,0.446332780344664,3,0,0.44999999999999996
2022-11-14,929168.0024410023,0.0,409085.49579072697,409085.49579072697,0.44027075266908144,0,3,0.0
2022-11-21,928431.5462260436,0.0,0.0,0.0,0.0,0,0,0.0
2022-11-28,928431.5462260436,414957.3120123271,0.0,414957.3120123271,0.44694443408248663,3,0,0.44999999999999996
2022-12-05,931639.2007609636,0.0,5777.422599589277,5777.422599589277,0.006201351977106881,0,2,0.44999999999999996
2022-12-12,964802.072010258,2696.3128302091554,21320.176167150807,24016.488997359964,0.024892659016910377,1,2,0.44999999999999996
2022-12-19,987547.0101996872,6362.9155367839585,14340.069104174905,20702.984640958864,0.02096404973852598,1,2,0.44999999999999996
2022-12-26,993849.7832645499,0.0,10233.678196542463,10233.678196542463,0.010297007021450838,0,2,0.44999999999999996
2023-01-02,1000563.5144086936,6468.633912396715,3864.623898464241,10333.257810860956,0.010327438150658168,1,1,0.44999999999999996
2023-01-09,998549.000351146,3765.7135019398547,6605.716448177506,10371.429950117361,0.010386500759071595,1,1,0.44999999999999996
2023-01-16,998904.8979530615,5688.314774181351,5875.907562852957,11564.222337034309,0.011576900224166997,1,1,0.44999999999999996
2023-01-23,1018301.4171479933,8290.50829281336,20859.490265218607,29149.998558031966,0.028626100354130702,1,2,0.44999999999999996
2023-01-30,1011285.1153386228,6708.948086943052,0.0,6708.948086943052,0.006634081709683426,2,0,0.44999999999999996
2023-02-06,1008634.8391656333,5752.136450950186,5549.425579463989,11301.562030414176,0.011204810295629978,1,1,0.44999999999999996
2023-02-13,1031056.8969074319,0.0,12026.608775112865,12026.608775112865,0.011664350251849013,0,2,0.44999999999999996
2023-02-20,1025837.8749363433,7037.725660282884,6334.783862082577,13372.50952236546,0.013035694868641179,1,1,0.44999999999999996
2023-02-27,1016137.0964020065,15207.922871836254,2140.1011238760866,17348.02399571234,0.017072523045501605,2,1,0.44999999999999996
2023-03-06,1015434.5992138466,2682.9604553709087,7119.308141142627,9802.268596513535,0.009653274178467515,1,1,0.44999999999999996
2023-03-13,1015094.5609979465,6848.124871312931,5538.247113406785,12386.371984719715,0.012202185353591676,1,1,0.44999999999999996
2023-03-20,1015687.5038536732,16044.261010075992,15066.697751139403,31110.958761215395,0.030630443559830828,2,1,0.44999999999999996
2023-03-27,1008067.5629782801,9742.744674609778,4124.611677711204,13867.356352320981,0.013756375923207607,2,1,0.44999999999999996
2023-04-03,1005066.8040138936,7302.0613364671535,11518.10512404395,18820.166460511104,0.018725289090585608,1,2,0.44999999999999996
2023-04-10,1012073.3853748087,9338.64420336761,9932.37843033964,19271.022633707253,0.019041131712568916,1,2,0.44999999999999996
2023-04-17,990135.415919804,15387.852028505495,2283.9692080000173,17671.82123650551,0.017847883180795988,2,1,0.44999999999999996
2023-04-24,992053.7259831249,6660.485225618613,7663.786215501223,14324.271441119836,0.014439007753259016,1,1,0.44999999999999996
2023-05-01,999993.6574729809,0.0,6403.388984317405,6403.388984317405,0.006403429598242647,0,2,0.44999999999999996
2023-05-08,1004126.866191537,7424.538834229345,8769.534318318754,16194.073152548099,0.016127517047690547,1,2,0.44999999999999996
2023-05-15,999381.2104350996,17770.501450016756,16153.791602331223,33924.29305234798,0.033945298048557865,2,1,0.44999999999999996
2023-05-22,986123.8473998276,14626.883256010524,3935.302219154082,18562.185475164606,0.018823381590566585,1,1,0.44999999999999996
2023-05-29,969109.7500784101,0.0,424250.8471332281,424250.8471332281,0.43777378888087976,0,3,0.0
2023-06-05,968345.9924378007,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-12,968345.9924378007,425419.2871081007,0.0,425419.2871081007,0.4393257063388182,3,0,0.44999999999999996
2023-06-19,979675.8387413323,7887.959364139543,11106.603295435347,18994.56265957489,0.019388620101092543,1,2,0.44999999999999996
2023-06-26,969404.3599900058,8406.68828001247,0.0,8406.68828001247,0.008672014101627455,1,0,0.44999999999999996
2023-07-03,943263.0222924977,0.0,405468.47841918585,405468.47841918585,0.42985728141207,0,3,0.0
2023-07-10,942533.0776135146,421857.9079136783,0.0,421857.9079136783,0.44757888920123506,3,0,0.44999999999999996
2023-07-17,954736.1485491244,2065.8166510134047,12374.337621542076,14440.154272555481,0.015124759122716392,1,2,0.44999999999999996
2023-07-24,953629.9117666727,4082.30912210445,4241.264466709768,8323.573588814219,0.008728305903696077,1,1,0.44999999999999996
2023-07-31,957523.7707087066,7749.329114537588,6628.598842982265,14377.927957519852,0.015015739971528956,1,1,0.44999999999999996
2023-08-07,951962.0073612473,5508.1427735287325,10638.470876932559,16146.613650461291,0.016961405524174484,1,2,0.44999999999999996
2023-08-14,973036.1767817681,1861.1036478247875,7237.568480549688,9098.672128374476,0.00935080559745223,1,1,0.44999999999999996
2023-08-21,979326.765992474,2372.7981212998916,12097.065924217957,14469.864045517848,0.014775317644722728,1,1,0.44999999999999996
2023-08-28,996555.435580431,0.0,6712.505614635566,6712.505614635566,0.00673570719196966,0,2,0.44999999999999996
2023-09-04,1003302.3080140541,4781.142544529119,11591.252148427076,16372.394692956195,0.01631850595994727,1,2,0.44999999999999996
2023-09-11,990949.4716279759,17913.06134790666,6707.312288183117,24620.373636089775,0.024845236150782067,2,1,0.44999999999999996
2023-09-18,996438.6491274976,6447.669447146486,7110.258173397231,13557.927620543716,0.013606384730675913,1,1,0.44999999999999996
2023-09-25,997103.4708100173,2129.6761203324704,4892.142645265362,7021.818765597833,0.007042216751982134,1,1,0.44999999999999996
2023-10-02,1011215.5773704522,4173.149195103856,13366.827293682922,17539.97648878678,0.017345437393673696,1,1,0.44999999999999996
2023-10-09,1008598.2221810699,11534.573398993023,12237.268558477706,23771.84195747073,0.023569188835237762,1,2,0.44999999999999996
2023-10-16,1006981.416881818,9043.618273593656,10121.843579795339,19165.461853388995,0.01903258742622686,1,1,0.44999999999999996
2023-10-23,985232.985745423,18934.55127257917,0.0,18934.55127257917,0.019218348904805872,3,0,0.44999999999999996
2023-10-30,979869.8212892988,3408.840088712634,0.0,3408.840088712634,0.0034788703709920676,1,0,0.44999999999999996
2023-11-06,997177.7237809811,0.0,12824.175032024328,12824.175032024328,0.012860470833021751,0,2,0.44999999999999996
2023-11-13,1009686.9634025783,1738.82784720304,5435.534263529976,7174.3621107330155,0.00710553109109767,1,1,0.44999999999999996
2023-11-20,1014429.823522316,8197.224343471671,15020.839371422995,23218.063714894666,0.022887796845598066,1,1,0.44999999999999996
2023-11-27,1021279.8172636915,4802.386803697502,11108.170020503105,15910.556824200607,0.01557903774778362,1,1,0.44999999999999996
2023-12-04,1029956.070871272,7702.202398292886,12092.094870921577,19794.29726921446,0.019218584004723472,2,1,0.44999999999999996
2023-12-11,1045114.422479789,11635.84140302158,14904.046566884519,26539.8879699061,0.025394241433329127,1,2,0.44999999999999996
2023-12-18,1051950.1024141181,1610.5322049890126,3402.612564877025,5013.144769866038,0.004765572776086415,1,1,0.44999999999999996
2023-12-25,1050284.2815509308,9082.801675840028,15719.015257285395,24801.816933125425,0.023614384570719415,1,2,0.44999999999999996
2024-01-01,1050327.0285035323,0.0,1516.3923203802665,1516.3923203802665,0.0014437335032125823,0,1,0.44999999999999996
2024-01-08,1053248.8646003355,11905.419375290305,7195.254501465335,19100.673876755638,0.018135005428183925,1,1,0.44999999999999996
2024-01-15,1043593.716117658,11007.298080047807,4677.850688043391,15685.148768091198,0.015029937921093046,1,1,0.44999999999999996
2024-01-22,1046517.7806222665,0.0,5226.399328463369,5226.399328463369,0.004994085552331196,0,2,0.44999999999999996
2024-01-29,1062370.4367317953,0.0,13067.747640719084,13067.747640719084,0.01230055655626094,0,2,0.44999999999999996
2024-02-05,1064059.3369251236,11219.207555232211,3300.993913361524,14520.201468593736,0.01364604488181424,1,1,0.44999999999999996
2024-02-12,1066852.9126030249,0.0,1666.3427875054463,1666.3427875054463,0.0015619236427257064,0,1,0.44999999999999996
2024-02-19,1084161.5558744802,0.0,9009.668295461426,9009.668295461426,0.00831026358262101,0,1,0.44999999999999996
2024-02-26,1097537.657433661,0.0,11548.27488445676,11548.27488445676,0.010521985105695363,0,2,0.44999999999999996
2024-03-04,1108755.7513542536,0.0,7969.824338196588,7969.824338196588,0.007188079365957836,0,2,0.44999999999999996
2024-03-11,1139639.6764086846,3937.2522651333647,13815.620985759953,17752.873250893317,0.01557761950412034,1,1,0.44999999999999996
2024-03-18,1134222.2606180892,8651.065283885438,12707.717357807229,21358.78264169267,0.01883121446589604,1,1,0.44999999999999996
2024-03-25,1129372.6445211847,10275.946510707821,0.0,10275.946510707821,0.009098809467856794,2,0,0.44999999999999996
2024-04-01,1118713.1388497269,3906.536206621113,0.0,3906.536206621113,0.0034919909947941224,1,0,0.44999999999999996
2024-04-08,1093045.0948131266,7700.1297060232055,0.0,7700.1297060232055,0.007044658763451717,2,0,0.44999999999999996
2024-04-15,1120431.6904266693,0.0,6114.854324363762,6114.854324363762,0.0054575877999623315,0,2,0.44999999999999996
2024-04-22,1104215.5119881695,7867.842439730902,0.0,7867.842439730902,0.0071252779501029114,1,0,0.44999999999999996
2024-04-29,1104216.2323622452,11003.254342957349,9956.36905646764,20959.62339942499,0.01898144836594745,1,2,0.44999999999999996
2024-05-06,1103676.1150207412,3933.3460564055686,10529.6924879103,14463.03854431587,0.013104422889539535,1,1,0.44999999999999996
2024-05-13,1111036.7300293865,2099.4320165677573,0.0,2099.4320165677573,0.001889615311378795,1,0,0.44999999999999996
2024-05-20,1117701.957501534,0.0,8308.433250970233,8308.433250970233,0.007433496197450142,0,2,0.44999999999999996
2024-05-27,1124075.897792031,10204.92795542102,15760.05080515217,25964.97876057319,0.023098955160923713,1,2,0.44999999999999996
2024-06-03,1130162.11182289,7885.995227915373,12252.866757565886,20138.861985481257,0.0178194453475337,1,1,0.44999999999999996
2024-06-10,1141631.6780335533,8095.370472064337,15060.792085360945,23156.162557425283,0.02028339174795105,1,1,0.44999999999999996
2024-06-17,1147675.4466163658,11813.702085069839,15162.223123772117,26975.925208841956,0.023504837790486614,1,2,0.44999999999999996
2024-06-24,1153430.793047917,0.0,2291.370303917664,2291.370303917664,0.0019865693873689335,0,1,0.44999999999999996
2024-07-01,1145843.6945967819,11171.779539036876,6593.850197409304,17765.62973644618,0.015504409388662594,1,2,0.44999999999999996
2024-07-08,1119306.3617531327,20713.69529358396,0.0,20713.69529358396,0.01850583182707975,3,0,0.44999999999999996
2024-07-15,1120391.7526062815,0.0,4549.474262336951,4549.474262336951,0.004060610274713159,0,1,0.44999999999999996
2024-07-22,1129751.284366142,0.0,7209.454181181261,7209.454181181261,0.006381452520521981,0,1,0.44999999999999996
2024-07-29,1144914.5714103403,0.0,10295.216257424263,10295.216257424263,0.00899212615028762,0,1,0.44999999999999996
2024-08-05,1148245.6539675132,9846.590634937784,6891.931204904978,16738.52183984276,0.014577474586562934,1,2,0.44999999999999996
2024-08-12,1144207.5576985145,0.0,2667.747438025883,2667.747438025883,0.0023315240491785004,0,1,0.44999999999999996
2024-08-19,1148418.2554085492,9237.739661578307,7113.43457469737,16351.174236275678,0.014237995746992681,1,2,0.44999999999999996
2024-08-26,1134186.3631131183,14057.805964633746,4388.28185406615,18446.087818699896,0.016263718572729985,2,1,0.44999999999999996
2024-09-02,1126736.8343966694,0.0,2609.7657919157095,2609.7657919157095,0.00231621591861169,0,1,0.44999999999999996
2024-09-09,1138612.388220146,8247.466017900517,11277.12178848913,19524.587806389645,0.01714770365085352,1,1,0.44999999999999996
2024-09-16,1134587.7625522378,12428.265071021618,2876.4433714737115,15304.70844249533,0.013489223969829907,2,1,0.44999999999999996
2024-09-23,1117054.8067836247,5478.13294656481,0.0,5478.13294656481,0.004904086096131837,1,0,0.44999999999999996
2024-09-30,1119870.7826691149,0.0,2789.1476319253125,2789.1476319253125,0.00249059773242554,0,1,0.44999999999999996
2024-10-07,1112469.8787026815,10282.695922732757,4280.187603336483,14562.88352606924,0.013090586814855518,2,1,0.44999999999999996
2024-10-14,1090073.1276855804,0.0,472624.79046597227,472624.79046597227,0.43357163704185514,0,3,0.0
2024-10-21,1089222.2848474365,0.0,0.0,0.0,0.0,0,0,0.0
2024-10-28,1089222.2848474365,0.0,0.0,0.0,0.0,0,0,0.0
2024-11-04,1089222.2848474365,482949.7235597304,0.0,482949.7235597304,0.4433894993503328,3,0,0.44999999999999996
2024-11-11,1092842.1339079342,7701.973957489242,7758.943075544378,15460.91703303362,0.014147438640333495,1,1,0.44999999999999996
2024-11-18,1112511.2226152734,7576.0230713811725,17922.30917423124,25498.33224561241,0.022919618002298747,1,2,0.44999999999999996
2024-11-25,1107105.4981750255,2454.7575124558966,4898.562650299006,7353.320162754902,0.006641932656712717,1,1,0.44999999999999996
2024-12-02,1092984.9550962115,24438.271195702862,17407.477318839858,41845.74851454272,0.03828574978953776,2,1,0.44999999999999996
2024-12-09,1091719.9420059563,4540.0957900414605,4462.2935926684395,9002.3893827099,0.008246061133745219,1,1,0.44999999999999996
2024-12-16,1095606.5765523235,8527.647682504794,4666.284810834476,13193.93249333927,0.012042582415722803,1,1,0.44999999999999996
2024-12-23,1124215.865567795,2281.006113153943,24468.0154438857,26749.021557039643,0.02379349231433397,1,2,0.44999999999999996
2024-12-30,1125102.9975880107,8661.725296386998,9425.37040328195,18087.09569966895,0.0160759465919511,1,1,0.44999999999999996
2025-01-06,1141341.025101368,25390.959902819806,28194.882847015106,53585.84274983491,0.04694989628106612,1,2,0.44999999999999996
2025-01-13,1148922.23027572,7001.657386744128,20579.987454845184,27581.644841589314,0.024006537705315557,1,2,0.44999999999999996
2025-01-20,1150528.9951383283,4571.432669977454,0.0,4571.432669977454,0.003973331127937223,1,0,0.44999999999999996
2025-01-27,1139135.1585684326,11296.482284762102,0.0,11296.482284762102,0.009916718134622894,1,0,0.44999999999999996
2025-02-03,1128775.6362006438,8275.239092341522,4593.759527932592,12868.998620274115,0.011400847261011048,1,1,0.44999999999999996
2025-02-10,1150485.1022709494,0.0,16027.075641836414,16027.075641836414,0.013930711149758024,0,2,0.44999999999999996
2025-02-17,1140259.4988322768,9181.539460615486,5713.83581341712,14895.375274032605,0.01306314509046997,1,1,0.44999999999999996
2025-02-24,1151534.876167925,6675.231235850774,6145.470171458787,12820.701407309562,0.011133576301200933,1,1,0.44999999999999996
2025-03-03,1145920.5448084646,14964.22087277101,12819.729879453294,27783.950752224304,0.024245966160654067,2,1,0.44999999999999996
2025-03-10,1127989.732845616,21380.579685541677,18004.130945561083,39384.71063110276,0.034915841416167576,2,1,0.44999999999999996
2025-03-17,1137749.4953933547,5979.103307731378,6014.879119258574,11993.98242698995,0.010541848162141584,1,1,0.44999999999999996
2025-03-24,1150477.9741995572,1994.2320062435747,6270.166684420901,8264.398690664475,0.007183447989444921,1,1,0.44999999999999996
2025-03-31,1138226.055506428,7920.20014759535,9494.74868865497,17414.94883625032,0.015300079234701698,2,1,0.44999999999999996
2025-04-07,1148666.385155898,9132.863039502678,10392.725746995824,19525.5887864985,0.016998485407796166,1,2,0.44999999999999996
2025-04-14,1145033.110059931,8688.908842339988,8379.902326635742,17068.811168975728,0.014906827600891251,1,1,0.44999999999999996
2025-04-21,1140612.4423196777,15715.55877096582,11213.162616369547,26928.72138733537,0.023609001960885237,1,1,0.44999999999999996
2025-04-28,1153562.1218136023,0.0,11105.88759862397,11105.88759862397,0.009627472494644296,0,2,0.44999999999999996
2025-05-05,1179080.300085936,0.0,9272.343113743758,9272.343113743758,0.007864047184121347,0,2,0.44999999999999996
2025-05-12,1191802.896090235,0.0,8530.045950389498,8530.045950389498,0.007157262311052197,0,1,0.44999999999999996
2025-05-19,1207269.0506035145,8605.81125547967,12460.434290008521,21066.245545488193,0.017449503517842326,1,2,0.44999999999999996
2025-05-26,1227037.750992232,2540.518151729767,18626.977199698744,21167.49535142851,0.01725089169775879,1,1,0.44999999999999996
2025-06-02,1223610.1191755587,2506.1771889638962,7646.853085546185,10153.030274510082,0.008297602410603606,1,1,0.44999999999999996
2025-06-09,1205803.9595839358,18074.143923683594,0.0,18074.143923683594,0.014989288913862997,2,0,0.44999999999999996
2025-06-16,1189753.5894480343,12733.743073328245,7815.044778519713,20548.78785184796,0.0172714653135707,2,1,0.44999999999999996
2025-06-23,1182898.1100099373,7496.1070750377785,4572.166716801815,12068.273791839594,0.010202293578555309,1,1,0.44999999999999996
2025-06-30,1147447.7212396981,0.0,483019.3980508114,483019.3980508114,0.4209511153405395,0,3,0.0
2025-07-07,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-07-14,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-07-21,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-07-28,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-08-04,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-08-11,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-08-18,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-08-25,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-09-01,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-09-08,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-09-15,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-09-22,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-09-29,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-10-06,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-10-13,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-10-20,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-10-27,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-11-03,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-11-10,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-11-17,1146578.1655079494,0.0,0.0,0.0,0.0,0,0,0.0
2025-11-24,1146578.1655079494,502659.6724516052,0.0,502659.6724516052,0.4383998296609113,3,0,0.44999999999999996
2025-12-01,1148847.6715471083,13510.592304308877,11486.449635788133,24997.04194009701,0.021758360624463353,2,1,0.44999999999999996
2025-12-08,1139462.9869915107,0.0,497489.5508576067,497489.5508576067,0.43660000942295907,0,3,0.0
2025-12-15,1138567.3813653619,498282.84488779056,0.0,498282.84488779056,0.437640189806117,3,0,0.44999999999999996
2025-12-22,1137790.1963912533,18059.794080500178,6602.146817939896,24661.940898440072,0.021675297411298436,2,1,0.44999999999999996
2025-12-29,1153661.463635012,10164.979438927534,19833.595297319753,29998.574736247287,0.026002926926003346,1,2,0.44999999999999996
