date,factor,quantile,mean_forward_return
2022-02-24,momentum_20,1,0.04162560230655069
2022-02-24,momentum_20,2,0.0038111024188435035
2022-02-24,momentum_20,3,-0.0413228257467483
2022-02-24,momentum_20,4,-0.02142396737554266
2022-02-24,momentum_20,5,0.017310088396896774
2022-02-25,momentum_20,1,0.010699130028768534
2022-02-25,momentum_20,2,0.0016568032990459253
2022-02-25,momentum_20,3,-0.031691037912319545
2022-02-25,momentum_20,4,0.007668047330749704
2022-02-25,momentum_20,5,0.011667057253755376
2022-02-28,momentum_20,1,-0.0004958792839103721
2022-02-28,momentum_20,2,-0.0056679131211386236
2022-02-28,momentum_20,3,-0.019805600245031807
2022-02-28,momentum_20,4,0.006928807694318695
2022-02-28,momentum_20,5,0.019040584955762108
2022-03-01,momentum_20,1,-0.02542166983269019
2022-03-01,momentum_20,2,0.02014186279445744
2022-03-01,momentum_20,3,0.00975846175865729
2022-03-01,momentum_20,4,-0.00783501215952177
2022-03-01,momentum_20,5,0.0033563574390972246
2022-03-02,momentum_20,1,-0.00019849523561371596
2022-03-02,momentum_20,2,-0.035556544950068214
2022-03-02,momentum_20,3,0.04692343053745035
2022-03-02,momentum_20,4,-0.02058602104528756
2022-03-02,momentum_20,5,0.009417630693519141
2022-03-03,momentum_20,1,-0.030580227505228187
2022-03-03,momentum_20,2,-0.007261811510415252
2022-03-03,momentum_20,3,0.012134533891595044
2022-03-03,momentum_20,4,0.01213726151862934
2022-03-03,momentum_20,5,0.013570243605419051
2022-03-04,momentum_20,1,-0.030614876216879493
2022-03-04,momentum_20,2,-0.01484321337571489
2022-03-04,momentum_20,3,0.04336603387891195
2022-03-04,momentum_20,4,-0.012227838881451205
2022-03-04,momentum_20,5,0.014319894595133643
2022-03-07,momentum_20,1,-0.01675654579898398
2022-03-07,momentum_20,2,-0.032578642960972105
2022-03-07,momentum_20,3,0.06260797603317284
2022-03-07,momentum_20,4,-0.018365376773024335
2022-03-07,momentum_20,5,0.005092589499807586
2022-03-08,momentum_20,1,-0.01034610113528366
2022-03-08,momentum_20,2,0.03779531442327129
2022-03-08,momentum_20,3,-0.034226965587894606
2022-03-08,momentum_20,4,0.025102570594801546
2022-03-08,momentum_20,5,-0.01832481829489456
2022-03-09,momentum_20,1,-0.00788427455978875
2022-03-09,momentum_20,2,-0.039811824073545346
2022-03-09,momentum_20,3,0.028499864845878284
2022-03-09,momentum_20,4,0.015082917063709556
2022-03-09,momentum_20,5,0.004113316723746253
2022-03-10,momentum_20,1,-0.046867423127464475
2022-03-10,momentum_20,2,-0.015667619294725856
2022-03-10,momentum_20,3,0.06916004777595511
2022-03-10,momentum_20,4,0.006658383031636483
2022-03-10,momentum_20,5,-0.013283388385401251
2022-03-11,momentum_20,1,-0.017358189358593068
2022-03-11,momentum_20,2,-0.03047370001029931
2022-03-11,momentum_20,3,0.035252107481615835
2022-03-11,momentum_20,4,0.013772830604417141
2022-03-11,momentum_20,5,-0.001193048717140599
2022-03-14,momentum_20,1,-0.03524410402680714
2022-03-14,momentum_20,2,0.011585220567484712
2022-03-14,momentum_20,3,0.03130707079427645
2022-03-14,momentum_20,4,-0.0020110010491691463
2022-03-14,momentum_20,5,-0.005637186285784877
2022-03-15,momentum_20,1,-0.00132293210124651
2022-03-15,momentum_20,2,0.0024828088225634093
2022-03-15,momentum_20,3,0.0030488970327667286
2022-03-15,momentum_20,4,0.006693083567210989
2022-03-15,momentum_20,5,-0.010901857321294617
2022-03-16,momentum_20,1,0.021952225938452884
2022-03-16,momentum_20,2,0.003512257554660579
2022-03-16,momentum_20,3,0.019156786309502204
2022-03-16,momentum_20,4,0.004301636069410107
2022-03-16,momentum_20,5,-0.048922905872025774
2022-03-17,momentum_20,1,0.007610239698211299
2022-03-17,momentum_20,2,0.01110891499173612
2022-03-17,momentum_20,3,-0.012329156918864593
2022-03-17,momentum_20,4,-0.028481828790074423
2022-03-17,momentum_20,5,0.022091831018991606
2022-03-18,momentum_20,1,0.011087621089623176
2022-03-18,momentum_20,2,0.004893865016231335
2022-03-18,momentum_20,3,-0.012504245444964935
2022-03-18,momentum_20,4,0.01099973550618737
2022-03-18,momentum_20,5,-0.014476976167076949
2022-03-21,momentum_20,1,-0.01819993870585026
2022-03-21,momentum_20,2,0.009349778599976356
2022-03-21,momentum_20,3,0.018092834632562428
2022-03-21,momentum_20,4,-0.008006796202158682
2022-03-21,momentum_20,5,-0.001235878324529838
2022-03-22,momentum_20,1,-0.0031822465187166145
2022-03-22,momentum_20,2,-0.010898361698006443
2022-03-22,momentum_20,3,0.005912643617223448
2022-03-22,momentum_20,4,0.010979695955854199
2022-03-22,momentum_20,5,-0.002811731356354586
2022-03-23,momentum_20,1,-0.022102164444622728
2022-03-23,momentum_20,2,0.00149658788612992
2022-03-23,momentum_20,3,-0.029085430095760943
2022-03-23,momentum_20,4,0.07154968778007728
2022-03-23,momentum_20,5,-0.02185868112582353
2022-03-24,momentum_20,1,-0.02875514942758356
2022-03-24,momentum_20,2,0.017453444961664455
2022-03-24,momentum_20,3,-0.020891801353440487
2022-03-24,momentum_20,4,0.03204538685161379
2022-03-24,momentum_20,5,0.0001481189677458028
2022-03-25,momentum_20,1,-0.023735675753996224
2022-03-25,momentum_20,2,0.0282086863735017
2022-03-25,momentum_20,3,-0.016898259885775545
2022-03-25,momentum_20,4,0.04657383775147993
2022-03-25,momentum_20,5,-0.034148588485209866
2022-03-28,momentum_20,1,-0.042555881157976844
2022-03-28,momentum_20,2,0.02553204211414186
2022-03-28,momentum_20,3,0.020257263137528424
2022-03-28,momentum_20,4,-0.04389889803078026
2022-03-28,momentum_20,5,0.04066547393708683
2022-03-29,momentum_20,1,-0.0734210370639676
2022-03-29,momentum_20,2,0.026757256649387915
2022-03-29,momentum_20,3,0.041285145241211
2022-03-29,momentum_20,4,-0.03266903229244247
2022-03-29,momentum_20,5,0.038047667465811154
2022-03-30,momentum_20,1,-0.06692881668690064
2022-03-30,momentum_20,2,0.09973552957901784
2022-03-30,momentum_20,3,-0.03949483144555198
2022-03-30,momentum_20,4,-0.026084989025506974
2022-03-30,momentum_20,5,0.032773107578941765
2022-03-31,momentum_20,1,-0.032830061117351816
2022-03-31,momentum_20,2,0.017562854136008887
2022-03-31,momentum_20,3,0.003096851338825257
2022-03-31,momentum_20,4,0.02129399964237888
2022-03-31,momentum_20,5,-0.009123643999861208
2022-04-01,momentum_20,1,-0.02800122451238187
2022-04-01,momentum_20,2,-0.03828806677603011
2022-04-01,momentum_20,3,0.07729671254842732
2022-04-01,momentum_20,4,-0.004342143399897656
2022-04-01,momentum_20,5,-0.0066652778601176904
2022-04-04,momentum_20,1,0.012052755950092829
2022-04-04,momentum_20,2,-0.03110391416197503
2022-04-04,momentum_20,3,0.023611000080068195
2022-04-04,momentum_20,4,0.029327525749858828
2022-04-04,momentum_20,5,-0.03388736761804481
2022-04-05,momentum_20,1,0.0488406072870501
2022-04-05,momentum_20,2,-0.05236797084241722
2022-04-05,momentum_20,3,0.021739687371192543
2022-04-05,momentum_20,4,0.030864151310859636
2022-04-05,momentum_20,5,-0.049076475126685046
2022-04-06,momentum_20,1,0.06685391721944514
2022-04-06,momentum_20,2,-0.025248296200661678
2022-04-06,momentum_20,3,-0.038731321257885615
2022-04-06,momentum_20,4,-0.0028835164685575843
2022-04-06,momentum_20,5,9.216707659721879e-06
2022-04-07,momentum_20,1,0.08420650876986469
2022-04-07,momentum_20,2,-0.02351270848826946
2022-04-07,momentum_20,3,-0.015481790428128014
2022-04-07,momentum_20,4,0.0008231228859418406
2022-04-07,momentum_20,5,-0.046035132739409054
2022-04-08,momentum_20,1,0.09072998059477211
2022-04-08,momentum_20,2,-0.021034946663795448
2022-04-08,momentum_20,3,-0.07063146859747475
2022-04-08,momentum_20,4,0.002711595788654996
2022-04-08,momentum_20,5,-0.0017751611221569104
2022-04-11,momentum_20,1,0.005281822229495926
2022-04-11,momentum_20,2,0.05767529341901163
2022-04-11,momentum_20,3,-0.04599635147893631
2022-04-11,momentum_20,4,0.006651966795607157
2022-04-11,momentum_20,5,-0.023612730965178397
2022-04-12,momentum_20,1,0.04976821849234557
2022-04-12,momentum_20,2,-0.025748553248840466
2022-04-12,momentum_20,3,0.034648943658587936
2022-04-12,momentum_20,4,-0.003037398741961194
2022-04-12,momentum_20,5,-0.05563121016013185
2022-04-13,momentum_20,1,0.05117692650417057
2022-04-13,momentum_20,2,-0.028448114797508285
2022-04-13,momentum_20,3,0.025559783191866605
2022-04-13,momentum_20,4,-0.006488747761515569
2022-04-13,momentum_20,5,-0.04179984713701332
2022-04-14,momentum_20,1,0.009401671328343339
2022-04-14,momentum_20,2,-0.0003995691494252489
2022-04-14,momentum_20,3,-0.00013977541958149972
2022-04-14,momentum_20,4,0.014152947993519058
2022-04-14,momentum_20,5,-0.023015274752855655
2022-04-15,momentum_20,1,0.04311076690706708
2022-04-15,momentum_20,2,-0.03252011477915697
2022-04-15,momentum_20,3,-0.02192394266434091
2022-04-15,momentum_20,4,0.024017231137499796
2022-04-15,momentum_20,5,-0.012683940601068998
2022-04-18,momentum_20,1,-0.021552082814131335
2022-04-18,momentum_20,2,0.013631769127228587
2022-04-18,momentum_20,3,-0.010854483957303086
2022-04-18,momentum_20,4,0.023329009574980034
2022-04-18,momentum_20,5,-0.004554211930774198
2022-04-19,momentum_20,1,0.012502401944005748
2022-04-19,momentum_20,2,-0.04140324069321073
2022-04-19,momentum_20,3,0.02283833637842024
2022-04-19,momentum_20,4,-0.006174919134103517
2022-04-19,momentum_20,5,0.012237421504888258
2022-04-20,momentum_20,1,0.014830024705816146
2022-04-20,momentum_20,2,-0.019607743329829428
2022-04-20,momentum_20,3,0.0027356729139353594
2022-04-20,momentum_20,4,-0.009921390792675323
2022-04-20,momentum_20,5,0.011963436502753243
2022-04-21,momentum_20,1,-0.017168501405467187
2022-04-21,momentum_20,2,0.0141668696423368
2022-04-21,momentum_20,3,-0.0033828674271702205
2022-04-21,momentum_20,4,-0.01054440548333032
2022-04-21,momentum_20,5,0.01692890467363093
2022-04-22,momentum_20,1,0.02138851411601852
2022-04-22,momentum_20,2,-0.043025149251788825
2022-04-22,momentum_20,3,0.054483001396577156
2022-04-22,momentum_20,4,-0.03594412939179784
2022-04-22,momentum_20,5,0.003097763130990993
2022-04-25,momentum_20,1,0.020409918044236287
2022-04-25,momentum_20,2,-0.029994698902446236
2022-04-25,momentum_20,3,0.01578148723280601
2022-04-25,momentum_20,4,-0.007904323256491007
2022-04-25,momentum_20,5,0.001707616881894948
2022-04-26,momentum_20,1,-0.0187822212259657
2022-04-26,momentum_20,2,-0.003574856960800809
2022-04-26,momentum_20,3,0.011817209408525632
2022-04-26,momentum_20,4,0.004574991557010555
2022-04-26,momentum_20,5,0.005964877221230326
2022-04-27,momentum_20,1,1.126239444237953e-05
2022-04-27,momentum_20,2,-0.0077696026128720175
2022-04-27,momentum_20,3,-0.004614325914808981
2022-04-27,momentum_20,4,0.01686902506245791
2022-04-27,momentum_20,5,-0.004496358929219291
2022-04-28,momentum_20,1,-0.0015997774188358238
2022-04-28,momentum_20,2,-0.019674245698192927
2022-04-28,momentum_20,3,0.006287060060045591
2022-04-28,momentum_20,4,0.024629449288637806
2022-04-28,momentum_20,5,-0.009642486231654646
2022-04-29,momentum_20,1,-0.027788380792420006
2022-04-29,momentum_20,2,0.023416576705783856
2022-04-29,momentum_20,3,-0.006499450876759783
2022-04-29,momentum_20,4,0.0017407813859524161
2022-04-29,momentum_20,5,0.009130473577443522
2022-05-02,momentum_20,1,-0.038926690900246474
2022-05-02,momentum_20,2,0.008713457573807704
2022-05-02,momentum_20,3,0.0006686597022034779
2022-05-02,momentum_20,4,0.012153945959482604
2022-05-02,momentum_20,5,0.01739062766475269
2022-05-03,momentum_20,1,-0.026234420145266592
2022-05-03,momentum_20,2,0.02201160297190171
2022-05-03,momentum_20,3,-0.019710424131393324
2022-05-03,momentum_20,4,-0.0015164120956687507
2022-05-03,momentum_20,5,0.02544965340042695
2022-05-04,momentum_20,1,-0.026244953844630103
2022-05-04,momentum_20,2,0.008056906411696652
2022-05-04,momentum_20,3,-0.007621280781641482
2022-05-04,momentum_20,4,0.013265591744045513
2022-05-04,momentum_20,5,0.01254373647052942
2022-05-05,momentum_20,1,-0.0275484038594754
2022-05-05,momentum_20,2,0.026038126424769027
2022-05-05,momentum_20,3,0.0036179286843671457
2022-05-05,momentum_20,4,-0.003608064176855018
2022-05-05,momentum_20,5,0.0015004129271942515
2022-05-06,momentum_20,1,-0.026649218243576633
2022-05-06,momentum_20,2,0.024597622938719588
2022-05-06,momentum_20,3,0.0010951714890909403
2022-05-06,momentum_20,4,0.018831027317205318
2022-05-06,momentum_20,5,-0.017874603501439212
2022-05-09,momentum_20,1,-0.010290236573535873
2022-05-09,momentum_20,2,0.015754823618389056
2022-05-09,momentum_20,3,0.028825022555781142
2022-05-09,momentum_20,4,-0.019252464521868996
2022-05-09,momentum_20,5,-0.015037145078765336
2022-05-10,momentum_20,1,-0.002336803388172281
2022-05-10,momentum_20,2,-0.009019301581681974
2022-05-10,momentum_20,3,0.024799844027713392
2022-05-10,momentum_20,4,0.003985913748379241
2022-05-10,momentum_20,5,-0.017429652806238385
2022-05-11,momentum_20,1,-0.02741780420801123
2022-05-11,momentum_20,2,0.04028237502993163
2022-05-11,momentum_20,3,-0.0020250412256103342
2022-05-11,momentum_20,4,-0.009476863114202282
2022-05-11,momentum_20,5,-0.0013626664821077758
2022-05-12,momentum_20,1,0.01228639975138103
2022-05-12,momentum_20,2,-0.02000405155585354
2022-05-12,momentum_20,3,0.013061157269890057
2022-05-12,momentum_20,4,-0.0025907065944343784
2022-05-12,momentum_20,5,-0.002752798870983165
2022-05-13,momentum_20,1,0.028939200956050935
2022-05-13,momentum_20,2,-0.0585088892564071
2022-05-13,momentum_20,3,0.032385114253924964
2022-05-13,momentum_20,4,0.0119395724555336
2022-05-13,momentum_20,5,-0.014754998409102403
2022-05-16,momentum_20,1,-0.04012152652707669
2022-05-16,momentum_20,2,-0.003492084721142888
2022-05-16,momentum_20,3,0.003995948878194645
2022-05-16,momentum_20,4,0.03781066349169947
2022-05-16,momentum_20,5,0.0018069988783254616
2022-05-17,momentum_20,1,0.025857265218231198
2022-05-17,momentum_20,2,-0.06582024931766686
2022-05-17,momentum_20,3,0.0072825960202635084
2022-05-17,momentum_20,4,0.04384396803752397
2022-05-17,momentum_20,5,-0.0111635799583518
2022-05-18,momentum_20,1,-0.03370068725278101
2022-05-18,momentum_20,2,-0.03389548330511237
2022-05-18,momentum_20,3,0.014994477183515108
2022-05-18,momentum_20,4,0.03032265118310408
2022-05-18,momentum_20,5,0.022279042191274204
2022-05-19,momentum_20,1,0.005491905764284256
2022-05-19,momentum_20,2,-0.056389753208480456
2022-05-19,momentum_20,3,0.027766512764482373
2022-05-19,momentum_20,4,-0.00023945046447327797
2022-05-19,momentum_20,5,0.023370785144187098
2022-05-20,momentum_20,1,0.024175055843429837
2022-05-20,momentum_20,2,-0.038840021164570346
2022-05-20,momentum_20,3,0.018785089312328154
2022-05-20,momentum_20,4,-0.032047916686569464
2022-05-20,momentum_20,5,0.02792779269538183
2022-05-23,momentum_20,1,0.02960604679118691
2022-05-23,momentum_20,2,0.009196723998923205
2022-05-23,momentum_20,3,-0.0021973098730278303
2022-05-23,momentum_20,4,-0.02662411336100787
2022-05-23,momentum_20,5,-0.009981347556074417
2022-05-24,momentum_20,1,0.009150591354546121
2022-05-24,momentum_20,2,-0.00856679661633495
2022-05-24,momentum_20,3,0.06755025673933993
2022-05-24,momentum_20,4,-0.04779572366650456
2022-05-24,momentum_20,5,-0.020338327811046532
2022-05-25,momentum_20,1,0.012845054191033621
2022-05-25,momentum_20,2,0.007698452883854034
2022-05-25,momentum_20,3,-0.03325220138869914
2022-05-25,momentum_20,4,0.023045696835900766
2022-05-25,momentum_20,5,-0.01033700252208928
2022-05-26,momentum_20,1,0.010914541386092061
2022-05-26,momentum_20,2,0.008429215798888789
2022-05-26,momentum_20,3,-0.0025691903877193972
2022-05-26,momentum_20,4,-0.021870438464403827
2022-05-26,momentum_20,5,0.005095871667142385
2022-05-27,momentum_20,1,-0.01457434384926838
2022-05-27,momentum_20,2,-0.011371910162517717
2022-05-27,momentum_20,3,-0.04620572654793016
2022-05-27,momentum_20,4,0.06942430394471892
2022-05-27,momentum_20,5,0.002727676614997329
2022-05-30,momentum_20,1,-0.03280037187834757
2022-05-30,momentum_20,2,-0.017434426467134067
2022-05-30,momentum_20,3,-0.016423213494463032
2022-05-30,momentum_20,4,0.08130051923952734
2022-05-30,momentum_20,5,-0.014642507399582684
2022-05-31,momentum_20,1,-0.0651693025838982
2022-05-31,momentum_20,2,0.038393150434660336
2022-05-31,momentum_20,3,-0.02301013397284747
2022-05-31,momentum_20,4,0.06942054979295191
2022-05-31,momentum_20,5,-0.01963426367086658
2022-06-01,momentum_20,1,-0.016932243348544672
2022-06-01,momentum_20,2,-0.03286621439249667
2022-06-01,momentum_20,3,0.02113240975488293
2022-06-01,momentum_20,4,0.030990441481287136
2022-06-01,momentum_20,5,-0.0023243934951287185
2022-06-02,momentum_20,1,-0.0034887090855907467
2022-06-02,momentum_20,2,-0.026294404818457143
2022-06-02,momentum_20,3,0.0120727044015662
2022-06-02,momentum_20,4,-0.010139466748943626
2022-06-02,momentum_20,5,0.027849876251425307
2022-06-03,momentum_20,1,-0.0023219040736927495
2022-06-03,momentum_20,2,0.007722899337969002
2022-06-03,momentum_20,3,0.030551126892504013
2022-06-03,momentum_20,4,-0.04019949796429188
2022-06-03,momentum_20,5,0.004247375807511621
2022-06-06,momentum_20,1,0.00026454810084215394
2022-06-06,momentum_20,2,0.0056126462431689405
2022-06-06,momentum_20,3,0.022353712375189863
2022-06-06,momentum_20,4,0.010294655598108448
2022-06-06,momentum_20,5,-0.0385255623173094
2022-06-07,momentum_20,1,0.03468906673604376
2022-06-07,momentum_20,2,0.010084472666364851
2022-06-07,momentum_20,3,0.0002772332391327431
2022-06-07,momentum_20,4,-0.029876339823829437
2022-06-07,momentum_20,5,-0.015174432817711924
2022-06-08,momentum_20,1,0.054305461948732744
2022-06-08,momentum_20,2,-0.0046878794796139794
2022-06-08,momentum_20,3,0.0049173846372899555
2022-06-08,momentum_20,4,-0.039399365297273795
2022-06-08,momentum_20,5,-0.015135601809134936
2022-06-09,momentum_20,1,0.008450882854081375
2022-06-09,momentum_20,2,-0.010809157808870519
2022-06-09,momentum_20,3,0.06693474673102925
2022-06-09,momentum_20,4,-0.046567917988516755
2022-06-09,momentum_20,5,-0.01800855378772335
2022-06-10,momentum_20,1,-0.0010912871714074956
2022-06-10,momentum_20,2,0.026187925380703192
2022-06-10,momentum_20,3,0.029934388663807487
2022-06-10,momentum_20,4,0.023637815967639142
2022-06-10,momentum_20,5,-0.07866884284074233
2022-06-13,momentum_20,1,0.016382940348307062
2022-06-13,momentum_20,2,-0.014655301431704404
2022-06-13,momentum_20,3,-0.012753680997910077
2022-06-13,momentum_20,4,0.024131294335743014
2022-06-13,momentum_20,5,-0.013105252254435595
2022-06-14,momentum_20,1,0.04362796143446094
2022-06-14,momentum_20,2,-0.009569025378911876
2022-06-14,momentum_20,3,-0.004636189420237826
2022-06-14,momentum_20,4,-0.017007088713243267
2022-06-14,momentum_20,5,-0.012415657922067967
2022-06-15,momentum_20,1,-0.015409767305043787
2022-06-15,momentum_20,2,0.007112910622290303
2022-06-15,momentum_20,3,0.013746323012041928
2022-06-15,momentum_20,4,-0.03548180873782392
2022-06-15,momentum_20,5,0.030032342408535473
2022-06-16,momentum_20,1,-0.014997987117998636
2022-06-16,momentum_20,2,0.02529010326131028
2022-06-16,momentum_20,3,0.010163559486503458
2022-06-16,momentum_20,4,-0.018246749620450285
2022-06-16,momentum_20,5,-0.0022089260093648205
2022-06-17,momentum_20,1,0.006298534271146461
2022-06-17,momentum_20,2,0.0019202606406310552
2022-06-17,momentum_20,3,-0.013224885870788072
2022-06-17,momentum_20,4,0.015560197549195132
2022-06-17,momentum_20,5,-0.010554106590184575
2022-06-20,momentum_20,1,-0.025889368659240717
2022-06-20,momentum_20,2,-0.03270678047876488
2022-06-20,momentum_20,3,0.052532598213491294
2022-06-20,momentum_20,4,-0.003320444356437336
2022-06-20,momentum_20,5,0.00938399528095165
2022-06-21,momentum_20,1,0.011163415468249747
2022-06-21,momentum_20,2,-0.048655313668344004
2022-06-21,momentum_20,3,0.04733987142479364
2022-06-21,momentum_20,4,-0.02702825079403951
2022-06-21,momentum_20,5,0.017180277569340117
2022-06-22,momentum_20,1,0.029508016467074495
2022-06-22,momentum_20,2,-0.004042810186343304
2022-06-22,momentum_20,3,0.010919959232117672
2022-06-22,momentum_20,4,-0.049804475349154026
2022-06-22,momentum_20,5,0.013419309836305161
2022-06-23,momentum_20,1,0.026105647080271632
2022-06-23,momentum_20,2,-0.013555383869513049
2022-06-23,momentum_20,3,0.038218611648060175
2022-06-23,momentum_20,4,-0.040016826191412114
2022-06-23,momentum_20,5,-0.010752048667406644
2022-06-24,momentum_20,1,0.02830927628771094
2022-06-24,momentum_20,2,-0.029200274430665942
2022-06-24,momentum_20,3,0.007120481108244792
2022-06-24,momentum_20,4,-0.02659677373578975
2022-06-24,momentum_20,5,0.020367290770499955
2022-06-27,momentum_20,1,0.05679725010446178
2022-06-27,momentum_20,2,-0.033079294379027804
2022-06-27,momentum_20,3,-0.042342968627126956
2022-06-27,momentum_20,4,0.025137501079650224
2022-06-27,momentum_20,5,-0.006512488177957257
2022-06-28,momentum_20,1,0.05272296513544421
2022-06-28,momentum_20,2,-0.033144260159251496
2022-06-28,momentum_20,3,-0.015221340551685626
2022-06-28,momentum_20,4,-0.0015659905248252663
2022-06-28,momentum_20,5,-0.002791373899681829
2022-06-29,momentum_20,1,0.005453044862651392
2022-06-29,momentum_20,2,-0.023217362842604252
2022-06-29,momentum_20,3,-0.0027502491564191604
2022-06-29,momentum_20,4,0.009927213084855536
2022-06-29,momentum_20,5,0.010587354051516482
2022-06-30,momentum_20,1,0.01686027212146013
2022-06-30,momentum_20,2,0.035887785675009276
2022-06-30,momentum_20,3,-0.052551915851116515
2022-06-30,momentum_20,4,-0.020367162704719055
2022-06-30,momentum_20,5,0.020171020759366165
2022-07-01,momentum_20,1,0.04702913771941257
2022-07-01,momentum_20,2,-0.00136675924252162
2022-07-01,momentum_20,3,-0.023283017309403034
2022-07-01,momentum_20,4,-0.014873309763639219
2022-07-01,momentum_20,5,-0.007506051403848701
2022-07-04,momentum_20,1,0.055366712491880285
2022-07-04,momentum_20,2,0.012588513854908877
2022-07-04,momentum_20,3,-0.019150626691553055
2022-07-04,momentum_20,4,-0.011402688264810067
2022-07-04,momentum_20,5,-0.03740191139042605
2022-07-05,momentum_20,1,0.037856691748425174
2022-07-05,momentum_20,2,-0.03558825945800973
2022-07-05,momentum_20,3,0.04162292376952855
2022-07-05,momentum_20,4,-0.03802989528277254
2022-07-05,momentum_20,5,-0.005861460777171458
2022-07-06,momentum_20,1,0.035579370258314744
2022-07-06,momentum_20,2,0.022952420712478702
2022-07-06,momentum_20,3,-0.0599817710814355
2022-07-06,momentum_20,4,-0.012534365802918793
2022-07-06,momentum_20,5,0.013984345913560837
2022-07-07,momentum_20,1,0.03711042821615232
2022-07-07,momentum_20,2,-0.0160199171676588
