theme,theme_group,symbol,name,reason,seed_rank,seed_weight,source_note,source,notes
mega_hot_free_market_extension,all_a_free,000404,长虹华意,free all-A stock list; theme inferred from public name keywords,70,0.014285714285714285,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000407,胜利股份,free all-A stock list; theme inferred from public name keywords,71,0.014084507042253521,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
metals_energy_metals,all_a_free,000408,藏格矿业,free all-A stock list; theme inferred from public name keywords,72,0.013888888888888888,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,000409,云鼎科技,free all-A stock list; theme inferred from public name keywords,73,0.0136986301369863,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
robotics_highend_manufacturing,all_a_free,000410,沈阳机床,free all-A stock list; theme inferred from public name keywords,74,0.013513513513513514,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000411,英特集团,free all-A stock list; theme inferred from public name keywords,75,0.013333333333333334,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000415,渤海租赁,free all-A stock list; theme inferred from public name keywords,76,0.013157894736842105,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000417,合百集团,free all-A stock list; theme inferred from public name keywords,77,0.012987012987012988,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000419,通程控股,free all-A stock list; theme inferred from public name keywords,78,0.01282051282051282,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000420,吉林化纤,free all-A stock list; theme inferred from public name keywords,79,0.012658227848101266,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000421,南京公用,free all-A stock list; theme inferred from public name keywords,80,0.0125,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000422,湖北宜化,free all-A stock list; theme inferred from public name keywords,81,0.012345679012345678,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000423,东阿阿胶,free all-A stock list; theme inferred from public name keywords,82,0.012195121951219513,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
robotics_highend_manufacturing,all_a_free,000425,徐工机械,free all-A stock list; theme inferred from public name keywords,83,0.012048192771084338,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
metals_energy_metals,all_a_free,000426,兴业银锡,free all-A stock list; theme inferred from public name keywords,84,0.011904761904761904,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
agriculture_food_beverage,all_a_free,000428,华天酒店,free all-A stock list; theme inferred from public name keywords,85,0.011764705882352941,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000429,粤高速Ａ,free all-A stock list; theme inferred from public name keywords,86,0.011627906976744186,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000430,张家界,free all-A stock list; theme inferred from public name keywords,87,0.011494252873563218,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000488,ST晨鸣,free all-A stock list; theme inferred from public name keywords,88,0.011363636363636364,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
construction_infrastructure,all_a_free,000498,山东路桥,free all-A stock list; theme inferred from public name keywords,89,0.011235955056179775,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000501,武商集团,free all-A stock list; theme inferred from public name keywords,90,0.011111111111111112,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000503,国新健康,free all-A stock list; theme inferred from public name keywords,91,0.01098901098901099,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,000504,南华生物,free all-A stock list; theme inferred from public name keywords,92,0.010869565217391304,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000505,京粮控股,free all-A stock list; theme inferred from public name keywords,93,0.010752688172043012,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
metals_energy_metals,all_a_free,000506,招金黄金,free all-A stock list; theme inferred from public name keywords,94,0.010638297872340425,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000507,珠海港,free all-A stock list; theme inferred from public name keywords,95,0.010526315789473684,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000509,华塑控股,free all-A stock list; theme inferred from public name keywords,96,0.010416666666666666,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000510,新金路,free all-A stock list; theme inferred from public name keywords,97,0.010309278350515464,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000513,丽珠集团,free all-A stock list; theme inferred from public name keywords,98,0.01020408163265306,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000514,渝 开 发,free all-A stock list; theme inferred from public name keywords,99,0.010101010101010102,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,000516,国际医学,free all-A stock list; theme inferred from public name keywords,100,0.01,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
construction_infrastructure,all_a_free,000517,荣安地产,free all-A stock list; theme inferred from public name keywords,101,0.009900990099009901,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,000518,四环生物,free all-A stock list; theme inferred from public name keywords,102,0.00980392156862745,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
defense_ship_equipment,all_a_free,000519,中兵红箭,free all-A stock list; theme inferred from public name keywords,103,0.009708737864077669,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000520,凤凰航运,free all-A stock list; theme inferred from public name keywords,104,0.009615384615384616,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000521,长虹美菱,free all-A stock list; theme inferred from public name keywords,105,0.009523809523809525,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000523,红棉股份,free all-A stock list; theme inferred from public name keywords,106,0.009433962264150943,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000524,岭南控股,free all-A stock list; theme inferred from public name keywords,107,0.009345794392523364,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000525,红太阳,free all-A stock list; theme inferred from public name keywords,108,0.009259259259259259,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000526,学大教育,free all-A stock list; theme inferred from public name keywords,109,0.009174311926605505,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000528,柳    工,free all-A stock list; theme inferred from public name keywords,110,0.00909090909090909,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000529,广弘控股,free all-A stock list; theme inferred from public name keywords,111,0.009009009009009009,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000530,冰山冷热,free all-A stock list; theme inferred from public name keywords,112,0.008928571428571428,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000531,穗恒运Ａ,free all-A stock list; theme inferred from public name keywords,113,0.008849557522123894,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000532,华金资本,free all-A stock list; theme inferred from public name keywords,114,0.008771929824561403,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000533,顺钠股份,free all-A stock list; theme inferred from public name keywords,115,0.008695652173913044,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000534,万泽股份,free all-A stock list; theme inferred from public name keywords,116,0.008620689655172414,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,000536,华映科技,free all-A stock list; theme inferred from public name keywords,117,0.008547008547008548,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
power_solid_state_battery,all_a_free,000537,绿发电力,free all-A stock list; theme inferred from public name keywords,118,0.00847457627118644,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,000538,云南白药,free all-A stock list; theme inferred from public name keywords,119,0.008403361344537815,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
power_solid_state_battery,all_a_free,000539,粤电力Ａ,free all-A stock list; theme inferred from public name keywords,120,0.008333333333333333,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000541,佛山照明,free all-A stock list; theme inferred from public name keywords,121,0.008264462809917356,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
power_solid_state_battery,all_a_free,000543,皖能电力,free all-A stock list; theme inferred from public name keywords,122,0.00819672131147541,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
environmental_water_gas,all_a_free,000544,中原环保,free all-A stock list; theme inferred from public name keywords,123,0.008130081300813009,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
metals_energy_metals,all_a_free,000545,金浦钛业,free all-A stock list; theme inferred from public name keywords,124,0.008064516129032258,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000546,金圆股份,free all-A stock list; theme inferred from public name keywords,125,0.008,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
defense_ship_equipment,all_a_free,000547,航天发展,free all-A stock list; theme inferred from public name keywords,126,0.007936507936507936,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000548,湖南投资,free all-A stock list; theme inferred from public name keywords,127,0.007874015748031496,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,000550,江铃汽车,free all-A stock list; theme inferred from public name keywords,128,0.0078125,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,000551,创元科技,free all-A stock list; theme inferred from public name keywords,129,0.007751937984496124,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
