cohort_level,cohort_key,horizon_days,sample_count,mean_return,median_return,positive_rate,mean_excess_return_proxy,return_std,t_stat,avg_source_reliability,avg_entity_link_confidence,evidence_status,can_enter_trusted_model,reason
event_type_sentiment,buyback_dividend|positive,1,522,-0.00017555644166262013,-0.002695496123862051,0.4521072796934866,0.0010103119101170918,0.027582622042021766,-0.14541743257096257,0.9287356321839079,0.9995210727969349,watchlist,False,"sample_count=522, t_stat=-0.15"
event_type_sentiment,performance_miss|negative,1,137,-0.00645270999894514,0.0,0.48175182481751827,-0.009924550992123195,0.048242792566969284,-1.5655609911824304,0.6828467153284672,0.9992700729927008,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,industry_policy|neutral,1,116,-0.0074841893202606015,-0.004769856857960886,0.43103448275862066,-0.008207995159279051,0.03860830025775146,-2.087820114759259,0.931896551724138,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,ma_restructuring|positive,1,99,0.007371007405201428,0.002507163323782091,0.5050505050505051,0.008363218631522623,0.03612710156068237,2.0300714560996074,0.9045454545454547,0.9994949494949495,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,regulatory_inquiry|negative,1,97,-0.0018655705177763775,-0.01056676272814605,0.4329896907216495,-0.0035564722773089304,0.05336779579613251,-0.3442851344093584,0.9376288659793814,1.0,watchlist,False,"sample_count=97, t_stat=-0.34"
event_type_sentiment,order_contract|positive,1,90,-0.0033688037305427488,-0.0018522043655830323,0.4666666666666667,-0.0025732927316043162,0.03237751178747441,-0.9870825944112693,0.8366666666666668,1.0,watchlist,False,"sample_count=90, t_stat=-0.99"
event_type_sentiment,public_opinion_risk|negative,1,70,-0.01294351120812747,-0.005964178751867277,0.38571428571428573,-0.015134786001045541,0.04351376991762199,-2.488710688900901,0.932857142857143,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,performance_beat|positive,1,66,0.00768545059428198,-0.00351629376315743,0.45454545454545453,0.008749646081568004,0.03458879410926583,1.805119183618869,0.6636363636363636,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,capacity_operation|positive,1,32,-0.002829826729015692,0.0010964912280702066,0.5,-0.0025332247215108894,0.02552637749284053,-0.6271127723410552,0.8374999999999999,0.9984375,watchlist,False,"sample_count=32, t_stat=-0.63"
event_type_sentiment,general_news|positive,1,1,-0.027555555555555555,-0.027555555555555555,0.0,-0.018109236855409286,0.0,0.0,0.65,1.0,data_insufficient,False,"sample_count=1, minimum=20"
sentiment,neutral,1,17013,-0.0014532700794780118,-0.002263467632412808,0.45647446070651854,-0.0018802986881998043,0.03403338031417969,-5.569698626118948,0.9275171927349671,0.999441603479692,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
sentiment,positive,1,3665,0.0004074090483952431,-0.0019508388607101246,0.46957708049113234,0.0008202089371550912,0.03546846256725823,0.6953849642109429,0.7960300136425648,0.999399727148704,watchlist,False,"sample_count=3665, t_stat=0.70"
sentiment,negative,1,2454,-3.439044733885043e-05,0.0,0.49551752241238795,-0.0012838146931997692,0.036228602890866844,-0.04702442760011063,0.7588834555827222,0.999959250203749,watchlist,False,"sample_count=2454, t_stat=-0.05"
source_category,official_disclosure,1,16895,-0.0009356971695625004,-0.0017301038062284002,0.4641609943770346,-0.001836740311509303,0.03392168792751314,-3.585394594619059,0.9499999999999997,0.9999970405445399,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
source_category,market_data,1,4553,0.00012114117963860348,-0.0008576329331045907,0.4772677355589721,-4.793636342996275e-05,0.03578596524791081,0.22841671831391575,0.75,1.0,watchlist,False,"sample_count=4553, t_stat=0.23"
source_category,public_finance_media,1,1684,-0.004785437036043056,-0.00717653791130185,0.4085510688836104,-0.000524914049368052,0.036543436486759465,-5.373821848156285,0.6500000000000001,0.9930225653206651,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,general_news,5,13451,0.004944151127864613,0.0,0.49029811909895177,-0.003507687531503551,0.07487188509780371,7.658615316039485,0.9399858746561591,0.9997844026466434,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,commodity_shock,5,4821,0.0045436187589755804,-0.001686340640809414,0.48413192283758555,0.003064067590900995,0.08571887989533404,3.6803910190955733,0.7619684712715203,0.9997822028624767,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,shareholder_change,5,2294,0.0015619192033125369,-0.0053409204352600215,0.45422842197035745,-0.0008407230114592484,0.07704832413577195,0.9709392872101262,0.9430688753269398,0.9998474280732346,watchlist,False,"sample_count=2294, t_stat=0.97"
event_type,buyback_dividend,5,498,0.0038604020071811556,-0.002470518947753242,0.4718875502008032,0.00026327421902192183,0.06465924391858828,1.3323446494217916,0.9349397590361443,0.9996987951807229,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,fund_flow,5,358,-0.01969219187127751,-0.026315789473684237,0.31843575418994413,-0.0005294338445537615,0.07764552073087261,-4.798650996918704,0.7245810055865922,0.9918994413407822,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,performance_miss,5,131,0.008765053549607979,0.006188118811881305,0.5801526717557252,-0.019844697232399313,0.09136798375401958,1.0979844265280652,0.684351145038168,0.9996183206106869,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,industry_policy,5,114,0.000598454606670319,-0.0014643607733247355,0.4649122807017544,-0.011049774022680928,0.08044888912037863,0.07942616405984677,0.9368421052631579,1.0,watchlist,False,"sample_count=114, t_stat=0.08"
event_type,ma_restructuring,5,94,0.02136341914067915,0.0010027298947591357,0.5319148936170213,0.032925434357924256,0.10731154212661824,1.9301375155268476,0.918085106382979,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,regulatory_inquiry,5,91,-0.011902253832852967,-0.004444444444444362,0.4945054945054945,-0.010732143941918888,0.10129134610182282,-1.12092759681167,0.9368131868131869,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,order_contract,5,69,-0.0053639696251374745,0.0007980845969672856,0.5072463768115942,-0.0003013904679802207,0.07345254685205282,-0.6066022214026119,0.8760869565217393,1.0,watchlist,False,"sample_count=69, t_stat=-0.61"
event_type,public_opinion_risk,5,63,-0.026601424105568823,-0.011044638748274327,0.3968253968253968,-0.03559578051953003,0.09551051968192953,-2.2106701839088583,0.9404761904761907,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,performance_beat,5,56,-0.0014902340281842158,-0.013514202390002505,0.375,-0.013365247365799688,0.05462775500334642,-0.20414330258440172,0.6660714285714285,1.0,watchlist,False,"sample_count=56, t_stat=-0.20"
event_type,capacity_operation,5,28,-0.0014312487757589532,0.0014587892049600093,0.5714285714285714,0.0011384843860193206,0.047197088321438756,-0.16046448878939684,0.8535714285714283,1.0,watchlist,False,"sample_count=28, t_stat=-0.16"
event_type_reliability,general_news|high,5,13002,0.0058123435663173986,0.0,0.49730810644516227,-0.003344903428810332,0.0748327496881769,8.856551551043177,0.9499999999999998,0.9999961544377789,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,commodity_shock|medium,5,4499,0.0035206752851306626,-0.0023121387283236983,0.47832851744832183,0.002680262759897533,0.08669899235718995,2.7237667761180604,0.7485107801733719,0.9997666148032895,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,shareholder_change|high,5,2241,0.002515995510811656,-0.004394079555966601,0.4609549308344489,-0.0005387736953601903,0.07712971267147616,1.5442196576356304,0.95,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,buyback_dividend|high,5,473,0.00562768720209384,-0.00024709661477628764,0.4883720930232558,0.0002779316533965093,0.06518973676794226,1.8775058266713156,0.9499999999999998,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,general_news|medium,5,449,-0.020196690931741455,-0.024997871807270533,0.2873051224944321,-0.00822153809546177,0.07164485349719175,-5.97335589702776,0.65,0.993652561247216,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,commodity_shock|high,5,322,0.01883623580502614,0.00978235846216513,0.5652173913043478,0.008426607760728858,0.06915984860165494,4.887288996038331,0.95,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,fund_flow|medium,5,269,-0.03316486640696567,-0.03533878757998199,0.2342007434944238,-0.004555355705126162,0.07058282945557466,-7.706467092991653,0.6500000000000001,0.9892193308550187,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,performance_miss|medium,5,116,0.013992170737503046,0.0067145338129319665,0.5862068965517241,-0.015775115559093895,0.07722771165461832,1.9513758420812304,0.6500000000000002,0.9995689655172414,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,industry_policy|high,5,109,0.0016261318507916763,0.0,0.48623853211009177,-0.011806657610142808,0.08206034273025391,0.20688817986020822,0.95,1.0,watchlist,False,"sample_count=109, t_stat=0.21"
event_type_reliability,fund_flow|high,5,89,0.02102858846692604,0.006792452830188811,0.5730337078651685,0.011638801891333607,0.08398641812247472,2.3620879573821956,0.95,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,regulatory_inquiry|high,5,87,-0.009730956377115584,0.0021222410865873176,0.5172413793103449,-0.009178607556748831,0.10295628024699656,-0.881581176599246,0.9500000000000002,1.0,watchlist,False,"sample_count=87, t_stat=-0.88"
event_type_reliability,ma_restructuring|high,5,84,0.024068459869675318,0.002107527037711332,0.5476190476190477,0.03515914481726852,0.10913350101567686,2.0212957192301624,0.9500000000000002,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,public_opinion_risk|high,5,61,-0.027466208034750722,-0.011044638748274327,0.39344262295081966,-0.03744816230245337,0.09692431807633733,-2.2132520162054976,0.9500000000000003,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,performance_beat|medium,5,53,0.0005262203454886489,-0.008643042350907626,0.39622641509433965,-0.010824340905538406,0.05524887710750859,0.06933972492649773,0.6499999999999999,1.0,watchlist,False,"sample_count=53, t_stat=0.07"
event_type_reliability,shareholder_change|medium,5,53,-0.03877930730811252,-0.023655913978494647,0.16981132075471697,-0.013608051641232638,0.06174239760126178,-4.572508188886217,0.6499999999999999,0.9933962264150943,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_reliability,order_contract|high,5,52,0.005123681698354043,0.0056385886680271335,0.5576923076923077,0.003138460760751726,0.07405639235510754,0.4989089123863544,0.9500000000000003,1.0,watchlist,False,"sample_count=52, t_stat=0.50"
event_type_reliability,buyback_dividend|medium,5,25,-0.02957663388056685,-0.03295454545454557,0.16,-1.4044439345261006e-05,0.04212037056802978,-3.5109655354048708,0.65,0.9940000000000001,watchlist,False,"sample_count=25, t_stat=-3.51"
event_type_reliability,capacity_operation|high,5,19,0.016939170388335836,0.009681881051175623,0.7894736842105263,0.007794055097851585,0.04045957372408732,1.8249359821162605,0.9499999999999998,1.0,data_insufficient,False,"sample_count=19, minimum=20"
event_type_reliability,order_contract|medium,5,17,-0.03744384426169976,-0.0657608695652172,0.35294117647058826,-0.010823288344101468,0.06322700398943898,-2.4417561354947845,0.65,1.0,data_insufficient,False,"sample_count=17, minimum=20"
event_type_reliability,performance_miss|high,5,15,-0.031657986036780515,0.003759398496240518,0.5333333333333333,-0.051316128839294546,0.1629418369755483,-0.7524823272571634,0.9499999999999996,1.0,data_insufficient,False,"sample_count=15, minimum=20"
event_type_reliability,ma_restructuring|medium,5,10,-0.001358922982888655,-0.04679478683224292,0.4,0.014162266499432474,0.09228494175493217,-0.04656547112626316,0.6500000000000001,1.0,data_insufficient,False,"sample_count=10, minimum=20"
event_type_reliability,capacity_operation|medium,5,9,-0.04021324478884795,-0.042128603104212736,0.1111111111111111,-0.012912164894515465,0.03662360645454429,-3.294042997001863,0.65,1.0,data_insufficient,False,"sample_count=9, minimum=20"
event_type_reliability,industry_policy|medium,5,5,-0.02180490931517527,-0.015776699029126262,0.0,0.005450288183988067,0.019058007209339534,-2.558360847300781,0.65,1.0,data_insufficient,False,"sample_count=5, minimum=20"
event_type_reliability,regulatory_inquiry|medium,5,4,-0.05912797349514104,-0.049974781787805345,0.0,-0.044521560319367506,0.02865570096170783,-4.1267860502978335,0.65,1.0,data_insufficient,False,"sample_count=4, minimum=20"
event_type_reliability,performance_beat|high,5,3,-0.03711426129640483,-0.03653585926928282,0.0,-0.05825459483041559,0.026277598447161273,-2.4463341419887166,0.9499999999999998,1.0,data_insufficient,False,"sample_count=3, minimum=20"
event_type_reliability,public_opinion_risk|medium,5,2,-0.00022551426552103182,-0.00022551426552103182,0.5,0.02090186385963181,0.02199269640366035,-0.014501420242193232,0.65,1.0,data_insufficient,False,"sample_count=2, minimum=20"
event_type_sentiment,general_news|neutral,5,13450,0.004950268412954664,0.0,0.49033457249070633,-0.0035054696023344733,0.07487130697039623,7.6678653101653325,0.9400074349442377,0.9997843866171005,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,commodity_shock|positive,5,2767,-0.0025715671526628557,-0.007668019846639673,0.44307914709071194,-7.38048764540915e-05,0.08843675087534587,-1.5295711054179029,0.7708529092880377,0.9996205276472714,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,shareholder_change|neutral,5,2294,0.0015619192033125369,-0.0053409204352600215,0.45422842197035745,-0.0008407230114592484,0.07704832413577195,0.9709392872101262,0.9430688753269398,0.9998474280732346,watchlist,False,"sample_count=2294, t_stat=0.97"
event_type_sentiment,commodity_shock|negative,5,2054,0.01412868176652356,0.00432299096158506,0.5394352482960078,0.007291182058852075,0.08095328991398794,7.909833828167015,0.75,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,buyback_dividend|positive,5,498,0.0038604020071811556,-0.002470518947753242,0.4718875502008032,0.00026327421902192183,0.06465924391858828,1.3323446494217916,0.9349397590361443,0.9996987951807229,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,fund_flow|neutral,5,358,-0.01969219187127751,-0.026315789473684237,0.31843575418994413,-0.0005294338445537615,0.07764552073087261,-4.798650996918704,0.7245810055865922,0.9918994413407822,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,performance_miss|negative,5,131,0.008765053549607979,0.006188118811881305,0.5801526717557252,-0.019844697232399313,0.09136798375401958,1.0979844265280652,0.684351145038168,0.9996183206106869,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,industry_policy|neutral,5,114,0.000598454606670319,-0.0014643607733247355,0.4649122807017544,-0.011049774022680928,0.08044888912037863,0.07942616405984677,0.9368421052631579,1.0,watchlist,False,"sample_count=114, t_stat=0.08"
event_type_sentiment,ma_restructuring|positive,5,94,0.02136341914067915,0.0010027298947591357,0.5319148936170213,0.032925434357924256,0.10731154212661824,1.9301375155268476,0.918085106382979,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,regulatory_inquiry|negative,5,91,-0.011902253832852967,-0.004444444444444362,0.4945054945054945,-0.010732143941918888,0.10129134610182282,-1.12092759681167,0.9368131868131869,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,order_contract|positive,5,69,-0.0053639696251374745,0.0007980845969672856,0.5072463768115942,-0.0003013904679802207,0.07345254685205282,-0.6066022214026119,0.8760869565217393,1.0,watchlist,False,"sample_count=69, t_stat=-0.61"
event_type_sentiment,public_opinion_risk|negative,5,63,-0.026601424105568823,-0.011044638748274327,0.3968253968253968,-0.03559578051953003,0.09551051968192953,-2.2106701839088583,0.9404761904761907,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type_sentiment,performance_beat|positive,5,56,-0.0014902340281842158,-0.013514202390002505,0.375,-0.013365247365799688,0.05462775500334642,-0.20414330258440172,0.6660714285714285,1.0,watchlist,False,"sample_count=56, t_stat=-0.20"
event_type_sentiment,capacity_operation|positive,5,28,-0.0014312487757589532,0.0014587892049600093,0.5714285714285714,0.0011384843860193206,0.047197088321438756,-0.16046448878939684,0.8535714285714283,1.0,watchlist,False,"sample_count=28, t_stat=-0.16"
event_type_sentiment,general_news|positive,5,1,-0.07733333333333325,-0.07733333333333325,0.0,-0.033338834855592574,0.0,0.0,0.65,1.0,data_insufficient,False,"sample_count=1, minimum=20"
sentiment,neutral,5,16216,0.003896310553890125,-0.0009396288466055891,0.481253083374445,-0.00311583598264813,0.07537142246109052,6.582922179018493,0.9356623088307843,0.9996207449432659,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
sentiment,positive,5,3513,-0.0010691318022731133,-0.006484402383456045,0.4506120125249075,0.0006408119074144198,0.08511982052616304,-0.744457010272035,0.7990748647879304,0.9996584116140051,watchlist,False,"sample_count=3513, t_stat=-0.74"
