factor,year,rank_ic_mean,ic_mean,positive_rank_ic_ratio,observations
amount_percentile_20,2022,-0.0037181153725516164,-0.002460404199964289,0.49193548387096775,248
amount_percentile_20,2023,0.023055985964963725,0.004722162046709913,0.5192307692307693,260
amount_percentile_20,2024,0.014014984371988785,0.015476639698507459,0.5381679389312977,262
amount_percentile_20,2025,0.0038865604363479854,-0.001400253367129051,0.51171875,256
amount_percentile_60,2022,-0.0009990058861901665,-0.0010745188123069908,0.5113122171945701,221
amount_percentile_60,2023,0.0195167699607115,0.00945146465977692,0.5038461538461538,260
amount_percentile_60,2024,0.017103339007596263,0.03114685504978815,0.5305343511450382,262
amount_percentile_60,2025,0.027701267788755972,0.017366111538698555,0.51171875,256
amount_ratio_10_60,2022,-0.023063211298505415,-0.038089227883200245,0.40271493212669685,221
amount_ratio_10_60,2023,-0.021771561771561775,-0.0013171102177211035,0.46153846153846156,260
amount_ratio_10_60,2024,0.05107564191533657,0.0702058867410452,0.5572519083969466,262
amount_ratio_10_60,2025,0.08134469696969697,0.0955500217901598,0.5859375,256
amount_ratio_5_20,2022,0.00029563932002956594,-0.013138754994984358,0.540650406504065,246
amount_ratio_5_20,2023,0.0455011655011655,0.03831788168726872,0.5576923076923077,260
amount_ratio_5_20,2024,0.008558871154291003,0.016321621447113882,0.5076335877862596,262
amount_ratio_5_20,2025,-0.0019886363636363634,0.004154910477851708,0.47265625,256
amount_zscore_20,2022,-0.0025415444770283484,-0.0011283803673019313,0.4879032258064516,248
amount_zscore_20,2023,0.02289044289044289,0.008716682605384649,0.5269230769230769,260
amount_zscore_20,2024,0.006245662734212351,0.013268766746061688,0.5267175572519084,262
amount_zscore_20,2025,-0.002225378787878788,-0.00916369018853287,0.49609375,256
amount_zscore_60,2022,-0.0003016591251885379,-0.0008260566059180905,0.49321266968325794,221
amount_zscore_60,2023,0.023030303030303033,0.013042060291153401,0.5153846153846153,260
amount_zscore_60,2024,0.02761970853573907,0.0362898432809202,0.5305343511450382,262
amount_zscore_60,2025,0.021164772727272727,0.012574083150388125,0.5078125,256
amplitude,2022,-0.0002106002106002128,0.0016795682241435347,0.5173745173745173,259
amplitude,2023,-0.00298368298368298,0.006404692616272421,0.49615384615384617,260
amplitude,2024,-0.005921813555401343,-0.00880624265750329,0.4770992366412214,262
amplitude,2025,-0.025047348484848485,-0.0077575201721009086,0.44921875,256
amplitude_mean_10,2022,-0.010293410293410295,-0.018193954394239896,0.45634920634920634,252
amplitude_mean_10,2023,0.03743589743589744,0.05037795253996081,0.5653846153846154,260
amplitude_mean_10,2024,-0.04071246819338422,-0.04500634680779804,0.49236641221374045,262
amplitude_mean_10,2025,-0.012831439393939392,0.009166181855502704,0.48046875,256
amplitude_mean_20,2022,0.0004662004662004654,-0.010584786320838908,0.46963562753036436,247
amplitude_mean_20,2023,0.0255011655011655,0.03661912520848221,0.5384615384615384,260
amplitude_mean_20,2024,-0.02313208420078649,-0.019597724612594562,0.4541984732824427,262
amplitude_mean_20,2025,0.026231060606060605,0.05431134771971342,0.53515625,256
amplitude_mean_5,2022,-0.037121212121212124,-0.034254813577948566,0.45703125,256
amplitude_mean_5,2023,0.012913752913752916,0.019215247227722047,0.5076923076923077,260
amplitude_mean_5,2024,-0.04270182743465186,-0.043841645782780464,0.4732824427480916,262
amplitude_mean_5,2025,-0.05568181818181818,-0.030549700314378894,0.43359375,256
amplitude_mean_60,2022,-6.741766236182591e-19,-0.004578654663817747,0.5272727272727272,220
amplitude_mean_60,2023,0.034125874125874124,0.035414695401074774,0.5923076923076923,260
amplitude_mean_60,2024,0.011103400416377515,-0.0007898439916234525,0.4961832061068702,262
amplitude_mean_60,2025,0.01325757575757576,0.030570236163090042,0.52734375,256
amplitude_zscore_20,2022,0.008317997791682002,0.008901511973778723,0.5060728744939271,247
amplitude_zscore_20,2023,-0.0057342657342657356,0.0018164208389694193,0.5038461538461538,260
amplitude_zscore_20,2024,-0.007633587786259541,-0.007366126488222211,0.4847328244274809,262
amplitude_zscore_20,2025,-0.03134469696969697,-0.020685792924823403,0.43359375,256
amplitude_zscore_60,2022,-0.006115702479338843,-0.007588864795724559,0.4909090909090909,220
amplitude_zscore_60,2023,-0.0036363636363636364,0.0033080900445052026,0.49615384615384617,260
amplitude_zscore_60,2024,-0.005505436039787186,-0.006103703479507102,0.46946564885496184,262
amplitude_zscore_60,2025,-0.02940340909090909,-0.011202022281468915,0.44140625,256
atr_pct_10,2022,-0.04568211761887651,-0.04572859083013057,0.43873517786561267,253
atr_pct_10,2023,0.036876456876456874,0.041351747810111576,0.5769230769230769,260
atr_pct_10,2024,-0.03664122137404581,-0.04302325189866173,0.4770992366412214,262
atr_pct_10,2025,-0.008759469696969698,-0.0037140338645318444,0.48046875,256
atr_pct_20,2022,-0.03250244379276637,-0.04807648884553077,0.45161290322580644,248
atr_pct_20,2023,0.001911421911421912,0.006853055625548137,0.5153846153846153,260
atr_pct_20,2024,-0.03950959981494333,-0.048991091837685255,0.44274809160305345,262
atr_pct_20,2025,0.023295454545454546,0.02733438762266899,0.484375,256
atr_pct_5,2022,-0.050253507841056484,-0.045157324894386994,0.43190661478599224,257
atr_pct_5,2023,0.015477855477855478,0.016286958412517857,0.5307692307692308,260
atr_pct_5,2024,-0.039833448993754336,-0.04267344556875481,0.46946564885496184,262
atr_pct_5,2025,-0.048484848484848485,-0.029367224236565917,0.453125,256
atr_pct_60,2022,-0.08372411901823668,-0.09850189756145146,0.40271493212669685,221
atr_pct_60,2023,-0.0621911421911422,-0.07763863107721883,0.46153846153846156,260
atr_pct_60,2024,-0.058940550543603976,-0.07711535081174799,0.4122137404580153,262
atr_pct_60,2025,-0.06216856060606061,-0.07122241679284999,0.4296875,256
body_size,2022,0.01006993006993007,0.019795298607103138,0.5346153846153846,260
body_size,2023,-0.02727272727272727,-0.013527344004598428,0.48846153846153845,260
body_size,2024,0.004904001850566734,0.0016948139674018638,0.4770992366412214,262
body_size,2025,0.025047348484848485,0.028555496069131825,0.5390625,256
bollinger_width_20,2022,-0.026637341153470186,-0.024267126710057162,0.45161290322580644,248
bollinger_width_20,2023,0.07053613053613053,0.059152986894980907,0.573076923076923,260
bollinger_width_20,2024,-0.02160536664353458,-0.05538536066684669,0.46564885496183206,262
bollinger_width_20,2025,0.024573863636363633,0.022886101812068217,0.55078125,256
bollinger_width_60,2022,0.017413958590429178,0.018554775629986864,0.5565610859728507,221
bollinger_width_60,2023,-0.026013986013986013,-0.029926683569457904,0.45,260
bollinger_width_60,2024,0.03950959981494333,0.004293081338938964,0.549618320610687,262
bollinger_width_60,2025,-0.05194128787878788,-0.035576996379765316,0.4375,256
bollinger_zscore_20,2022,0.06578690127077225,0.058887508005854815,0.6209677419354839,248
bollinger_zscore_20,2023,0.043776223776223776,0.05419513917752158,0.5884615384615385,260
bollinger_zscore_20,2024,0.026046726810085588,0.038402359251912065,0.5229007633587787,262
bollinger_zscore_20,2025,0.038683712121212126,0.04407894451109615,0.578125,256
bollinger_zscore_60,2022,0.10878924996572055,0.11235794331520901,0.6425339366515838,221
bollinger_zscore_60,2023,0.05482517482517482,0.07799619061833768,0.5615384615384615,260
bollinger_zscore_60,2024,0.07393014110571362,0.08784089746851355,0.5687022900763359,262
bollinger_zscore_60,2025,0.0637784090909091,0.0847492025397369,0.58203125,256
breakdown_low_120,2022,0.13329984932194877,0.13450239114830226,0.6298342541436464,181
breakdown_low_120,2023,0.06685314685314685,0.07374787861408953,0.5692307692307692,260
breakdown_low_120,2024,0.06190145732130465,0.07382567795084544,0.5992366412213741,262
breakdown_low_120,2025,0.0428030303030303,0.04448974689482435,0.58984375,256
breakdown_low_20,2022,0.03235581622678397,0.021465777494791123,0.5443548387096774,248
breakdown_low_20,2023,0.0835897435897436,0.10087192099653351,0.6384615384615384,260
breakdown_low_20,2024,0.009993060374739763,0.029231405934867827,0.5038167938931297,262
breakdown_low_20,2025,0.035416666666666666,0.0713796479472241,0.5859375,256
breakdown_low_240,2022,0.1716771677167717,0.18019223564861295,0.7029702970297029,101
breakdown_low_240,2023,-0.008111888111888111,-0.01490750710282516,0.45,260
breakdown_low_240,2024,0.07726116123062687,0.05539802660417041,0.5725190839694656,262
breakdown_low_240,2025,0.052414772727272727,0.04431505841442802,0.5546875,256
breakdown_low_40,2022,0.07827208252740168,0.08379701620299612,0.6042553191489362,235
breakdown_low_40,2023,0.0868997668997669,0.08783537143638372,0.5807692307692308,260
breakdown_low_40,2024,0.05944945639602128,0.06364750335020154,0.5572519083969466,262
breakdown_low_40,2025,0.05037878787878788,0.08346498026719427,0.56640625,256
breakdown_low_60,2022,0.10089126559714795,0.10691553437301249,0.6199095022624435,221
breakdown_low_60,2023,0.0662004662004662,0.06781224297298545,0.5384615384615384,260
breakdown_low_60,2024,0.04908628267406893,0.060549127779424006,0.5687022900763359,262
breakdown_low_60,2025,0.06013257575757576,0.07574345133461277,0.59375,256
breakout_high_120,2022,0.12774150343211116,0.12162873073570471,0.6132596685082873,181
breakout_high_120,2023,0.07953379953379953,0.09343842458831689,0.6,260
breakout_high_120,2024,0.07610455702058755,0.06839792536399973,0.6183206106870229,262
breakout_high_120,2025,0.07391098484848485,0.06615526519359001,0.5859375,256
breakout_high_20,2022,0.06520039100684262,0.05522195925299506,0.5806451612903226,248
breakout_high_20,2023,0.041724941724941726,0.047476064666089494,0.5692307692307692,260
breakout_high_20,2024,0.035715938006014344,0.0709824323668844,0.5610687022900763,262
breakout_high_20,2025,0.04734848484848485,0.04583502756196732,0.57421875,256
breakout_high_240,2022,0.1179117911791179,0.15439359994110086,0.6534653465346535,101
breakout_high_240,2023,0.01920745920745921,0.01735514579519656,0.5423076923076923,260
breakout_high_240,2024,0.02387231089521166,0.03502429173403527,0.5305343511450382,262
breakout_high_240,2025,0.05568181818181818,0.04249174576524199,0.54296875,256
breakout_high_40,2022,0.04696324951644101,0.0704726944763031,0.5404255319148936,235
breakout_high_40,2023,0.0606993006993007,0.09060647254847667,0.5461538461538461,260
breakout_high_40,2024,0.07818644459865834,0.07575092382018768,0.6030534351145038,262
breakout_high_40,2025,0.08929924242424242,0.09307170934255664,0.6171875,256
breakout_high_60,2022,0.10006855889208831,0.0983524732153393,0.6018099547511312,221
breakout_high_60,2023,0.06624708624708624,0.11588563630292609,0.5653846153846154,260
breakout_high_60,2024,0.05403654869303724,0.06721891329340553,0.5725190839694656,262
breakout_high_60,2025,0.08697916666666666,0.09161225821441782,0.6015625,256
close_position,2022,0.012447552447552449,0.004055652900393462,0.5153846153846153,260
close_position,2023,0.0027972027972027955,0.001389642627162979,0.47692307692307695,260
close_position,2024,-0.017071478140180434,-0.015459533531508396,0.46946564885496184,262
close_position,2025,-0.0010890151515151512,0.0019153981203376327,0.51171875,256
close_to_high_120,2022,0.12774150343211116,0.12162873073570471,0.6132596685082873,181
close_to_high_120,2023,0.07953379953379953,0.09343842458831689,0.6,260
close_to_high_120,2024,0.07610455702058755,0.06839792536399973,0.6183206106870229,262
close_to_high_120,2025,0.07391098484848485,0.06615526519359001,0.5859375,256
close_to_high_20,2022,0.06520039100684262,0.05522195925299506,0.5806451612903226,248
close_to_high_20,2023,0.041724941724941726,0.047476064666089494,0.5692307692307692,260
close_to_high_20,2024,0.035715938006014344,0.0709824323668844,0.5610687022900763,262
close_to_high_20,2025,0.04734848484848485,0.04583502756196732,0.57421875,256
close_to_high_60,2022,0.10006855889208831,0.0983524732153393,0.6018099547511312,221
close_to_high_60,2023,0.06624708624708624,0.11588563630292609,0.5653846153846154,260
close_to_high_60,2024,0.05403654869303724,0.06721891329340553,0.5725190839694656,262
close_to_high_60,2025,0.08697916666666666,0.09161225821441782,0.6015625,256
close_to_low_120,2022,0.13329984932194877,0.13450239114830226,0.6298342541436464,181
close_to_low_120,2023,0.06685314685314685,0.07374787861408953,0.5692307692307692,260
close_to_low_120,2024,0.06190145732130465,0.07382567795084544,0.5992366412213741,262
close_to_low_120,2025,0.0428030303030303,0.04448974689482435,0.58984375,256
close_to_low_20,2022,0.03235581622678397,0.021465777494791123,0.5443548387096774,248
close_to_low_20,2023,0.0835897435897436,0.10087192099653351,0.6384615384615384,260
close_to_low_20,2024,0.009993060374739763,0.029231405934867827,0.5038167938931297,262
close_to_low_20,2025,0.035416666666666666,0.0713796479472241,0.5859375,256
close_to_low_60,2022,0.10089126559714795,0.10691553437301249,0.6199095022624435,221
close_to_low_60,2023,0.0662004662004662,0.06781224297298545,0.5384615384615384,260
close_to_low_60,2024,0.04908628267406893,0.060549127779424006,0.5687022900763359,262
close_to_low_60,2025,0.06013257575757576,0.07574345133461277,0.59375,256
down_day_ratio_20,2022,-0.04806153443225206,-0.05273478165565341,0.4146341463414634,246
down_day_ratio_20,2023,-0.026310572787084673,-0.051035230685573064,0.4461538461538462,260
down_day_ratio_20,2024,-0.03776636553782444,-0.04266052733532636,0.44656488549618323,262
down_day_ratio_20,2025,-0.0825342912747388,-0.0886949593876102,0.3984375,256
down_day_ratio_60,2022,-0.07915078342114351,-0.0923383181839725,0.3936651583710407,221
down_day_ratio_60,2023,-0.05132571782248454,-0.05989086093009439,0.4461538461538462,260
down_day_ratio_60,2024,-0.067273874891937,-0.07499071716741304,0.3931297709923664,262
down_day_ratio_60,2025,-0.09399781897859515,-0.11737686618176549,0.41015625,256
down_streak,2022,0.0031885098824409215,0.008177415777611356,0.5155038759689923,258
down_streak,2023,0.010296139055759523,0.013483870259603967,0.5115384615384615,260
down_streak,2024,0.005447909843590453,0.0010843995294862296,0.5134099616858238,261
down_streak,2025,-0.006839999002465144,0.00033173270465774107,0.5078125,256
downside_volatility_10,2022,-0.06273805246137262,-0.06162228037210249,0.3952569169960474,253
downside_volatility_10,2023,0.03193473193473193,0.02160893276540527,0.5346153846153846,260
downside_volatility_10,2024,-0.037427712236872544,-0.04979235383040734,0.44656488549618323,262
downside_volatility_10,2025,0.015151515151515152,0.027217683742533468,0.51953125,256
downside_volatility_120,2022,-0.11628997153859032,-0.1231351159248464,0.35911602209944754,181
downside_volatility_120,2023,-0.06797202797202796,-0.09519283426514004,0.4461538461538462,260
downside_volatility_120,2024,0.02438121674762896,-0.01281323551934995,0.549618320610687,262
downside_volatility_120,2025,0.025852272727272727,0.01920382044843147,0.53125,256
downside_volatility_20,2022,-0.06119257086999023,-0.0615032842044635,0.4153225806451613,248
downside_volatility_20,2023,-0.05794871794871795,-0.05199577103495722,0.46153846153846156,260
downside_volatility_20,2024,-0.03506823964839232,-0.04523536955421187,0.45038167938931295,262
downside_volatility_20,2025,-0.00478219696969697,-0.007719292116544029,0.48828125,256
downside_volatility_5,2022,-0.03171530165212433,-0.016869907398513677,0.45136186770428016,257
downside_volatility_5,2023,0.003681209704503434,0.010973559855435779,0.49615384615384617,260
downside_volatility_5,2024,0.005947832755724181,0.0029546715845892788,0.48091603053435117,262
downside_volatility_5,2025,0.00321156931761632,0.002678761982291968,0.48828125,256
downside_volatility_60,2022,-0.10078157136980667,-0.09648098779446476,0.4253393665158371,221
downside_volatility_60,2023,-0.05650349650349651,-0.09369245256151916,0.45,260
downside_volatility_60,2024,-0.03164469118667592,-0.04716171191860237,0.41603053435114506,262
downside_volatility_60,2025,-0.04564393939393939,-0.03486951375562779,0.47265625,256
ema_bias_10,2022,0.06623547730267097,0.05081551032309447,0.5928853754940712,253
ema_bias_10,2023,0.03431235431235431,0.03319318210823712,0.5384615384615384,260
ema_bias_10,2024,0.0327087670599121,0.04593122118500741,0.5458015267175572,262
ema_bias_10,2025,0.010321969696969698,0.024640977394012723,0.546875,256
ema_bias_12,2022,0.07458650247494869,0.05361975382991364,0.6055776892430279,251
ema_bias_12,2023,0.04060606060606061,0.04276811907148467,0.5576923076923077,260
ema_bias_12,2024,0.036965070552856805,0.0532744809918889,0.5381679389312977,262
ema_bias_12,2025,0.021212121212121213,0.034245190174816025,0.55859375,256
ema_bias_120,2022,0.12720575924995814,0.13225611676777857,0.6243093922651933,181
ema_bias_120,2023,0.06004662004662004,0.0740724985449821,0.5692307692307692,260
ema_bias_120,2024,0.08068470969234329,0.07315469153672245,0.6068702290076335,262
ema_bias_120,2025,0.06264204545454545,0.07858067959683052,0.578125,256
ema_bias_20,2022,0.07424242424242423,0.06604710942869924,0.6008064516129032,248
ema_bias_20,2023,0.0626107226107226,0.07006624609645201,0.5846153846153846,260
ema_bias_20,2024,0.05218598195697432,0.07153021591355398,0.5610687022900763,262
ema_bias_20,2025,0.05014204545454545,0.06356161829077808,0.56640625,256
ema_bias_26,2022,0.08206656731246895,0.07834215945651289,0.6188524590163934,244
ema_bias_26,2023,0.07123543123543123,0.08060068654328403,0.5846153846153846,260
ema_bias_26,2024,0.057136247975942626,0.07767889280018088,0.5725190839694656,262
ema_bias_26,2025,0.05899621212121212,0.07605641355230837,0.58984375,256
ema_bias_5,2022,0.05265888456549935,0.03553008120295957,0.5447470817120622,257
ema_bias_5,2023,0.011375291375291377,0.007914099043066652,0.5192307692307693,260
ema_bias_5,2024,0.016053666435345823,0.023901560240575975,0.5343511450381679,262
ema_bias_5,2025,-0.009138257575757576,0.0012481356646510992,0.515625,256
ema_bias_60,2022,0.11465789112847936,0.11344673258758713,0.6561085972850679,221
ema_bias_60,2023,0.07109557109557109,0.09188524300318722,0.5576923076923077,260
ema_bias_60,2024,0.07189451769604441,0.08093125664783325,0.6030534351145038,262
ema_bias_60,2025,0.06074810606060606,0.08767775995479771,0.58203125,256
ema_slope_12,2022,0.048408773931786477,0.03678090213982957,0.5690376569037657,239
ema_slope_12,2023,0.08275058275058275,0.10023827263698022,0.5923076923076923,260
ema_slope_12,2024,0.0739764052741152,0.07856803227056586,0.6030534351145038,262
ema_slope_12,2025,0.08257575757575758,0.10007060094650695,0.60546875,256
ema_slope_26,2022,0.0900194606616625,0.11055004059784611,0.5963302752293578,218
ema_slope_26,2023,0.06722610722610724,0.07561814928250442,0.573076923076923,260
ema_slope_26,2024,0.08045338885033541,0.08001145770134906,0.6412213740458015,262
ema_slope_26,2025,0.07883522727272727,0.10351422251547238,0.5703125,256
ema_slope_60,2022,0.11198945981554678,0.11156137837642952,0.639751552795031,161
ema_slope_60,2023,0.049650349650349646,0.06634364595257856,0.5230769230769231,260
ema_slope_60,2024,0.05676613462873005,0.05175897679557494,0.5725190839694656,262
ema_slope_60,2025,0.011979166666666666,0.034631148880050894,0.5234375,256
gap_return,2022,0.01443781443781444,0.007560310674448349,0.5173745173745173,259
gap_return,2023,0.03034965034965035,0.02662788321032256,0.5461538461538461,260
gap_return,2024,0.017349063150589865,0.007582672097964251,0.549618320610687,262
gap_return,2025,-0.02159090909090909,-0.014066502177508666,0.46875,256
intraday_return,2022,0.011655011655011654,0.0007654087378484412,0.5038461538461538,260
intraday_return,2023,-0.02163170163170163,-0.009196875810434947,0.4461538461538462,260
intraday_return,2024,-0.001341660883645618,0.006222620514165712,0.4961832061068702,262
intraday_return,2025,4.336808689942018e-19,-0.0005522071142647587,0.51171875,256
long_lower_shadow_count_20,2022,0.014164608347445965,0.014076380130597924,0.5120967741935484,248
long_lower_shadow_count_20,2023,0.01482522588537173,0.013329228036716162,0.5153846153846153,260
long_lower_shadow_count_20,2024,-0.013826696492054492,-0.021255053656264625,0.4389312977099237,262
long_lower_shadow_count_20,2025,-0.029903942870795747,-0.04775728197874689,0.48046875,256
long_lower_shadow_count_60,2022,-0.050009677020281494,-0.05884663763656529,0.4479638009049774,221
long_lower_shadow_count_60,2023,0.010596199866980167,0.015481323313964459,0.5153846153846153,260
long_lower_shadow_count_60,2024,-0.018163203200696004,-0.0404253293725327,0.5114503816793893,262
long_lower_shadow_count_60,2025,-0.05191487396269004,-0.07910247853973884,0.4296875,256
long_upper_shadow_count_20,2022,0.03272594379368368,0.04037764785294853,0.5362903225806451,248
long_upper_shadow_count_20,2023,-0.056014492066187624,-0.0436724610015666,0.4269230769230769,260
long_upper_shadow_count_20,2024,0.03623023616346862,0.0334026914340232,0.5267175572519084,262
long_upper_shadow_count_20,2025,-0.019085069435953853,-0.023155034818504762,0.4609375,256
long_upper_shadow_count_60,2022,-0.03409853666586501,-0.02197217231411557,0.416289592760181,221
long_upper_shadow_count_60,2023,-0.019756219791688012,-0.018844924951977166,0.48846153846153845,260
long_upper_shadow_count_60,2024,0.009550004307988033,0.015861600283041313,0.49236641221374045,262
long_upper_shadow_count_60,2025,-0.033288550012454,-0.034296725862090996,0.4765625,256
lower_shadow,2022,-0.011794871794871797,-0.017040917884683846,0.48846153846153845,260
lower_shadow,2023,0.027785547785547787,0.02222773909012686,0.5538461538461539,260
lower_shadow,2024,-0.0102706453851492,-0.016423042057324727,0.4847328244274809,262
lower_shadow,2025,-0.025236742424242425,-0.014771344078345433,0.45703125,256
ma_bias_10,2022,0.059623907054737094,0.05512112790724423,0.5968379446640316,253
ma_bias_10,2023,0.023962703962703964,0.01837470598724714,0.5461538461538461,260
ma_bias_10,2024,0.00934536201711774,0.030653946418734975,0.5229007633587787,262
ma_bias_10,2025,-0.00899621212121212,0.010337118883617607,0.515625,256
ma_bias_120,2022,0.14193872425916626,0.14056599402138767,0.6353591160220995,181
ma_bias_120,2023,0.0729137529137529,0.09592927325125553,0.5692307692307692,260
ma_bias_120,2024,0.07689104788341429,0.07370724613247251,0.6221374045801527,262
ma_bias_120,2025,0.05482954545454546,0.07539768751921211,0.5625,256
ma_bias_20,2022,0.05742913000977517,0.049266719792778024,0.5806451612903226,248
ma_bias_20,2023,0.06573426573426573,0.07028611403950694,0.5923076923076923,260
ma_bias_20,2024,0.050474207726116126,0.06902314586830165,0.5610687022900763,262
ma_bias_20,2025,0.03480113636363636,0.04894279219110683,0.55859375,256
ma_bias_240,2022,0.1506750675067507,0.17525512084194483,0.6732673267326733,101
ma_bias_240,2023,0.008484848484848484,0.02376359257705238,0.49615384615384617,260
ma_bias_240,2024,0.052093453620171176,0.053178064653721026,0.5534351145038168,262
ma_bias_240,2025,0.04474431818181818,0.05316880757614162,0.51953125,256
ma_bias_40,2022,0.07120567375886525,0.07140172271804818,0.5787234042553191,235
ma_bias_40,2023,0.08093240093240094,0.09035655196684754,0.5846153846153846,260
ma_bias_40,2024,0.06652787416146194,0.08354470432615728,0.5687022900763359,262
ma_bias_40,2025,0.07282196969696969,0.09756389676980314,0.609375,256
ma_bias_5,2022,0.03921707345831859,0.026540918089247724,0.5330739299610895,257
ma_bias_5,2023,0.006620046620046623,0.001472599988054212,0.5230769230769231,260
ma_bias_5,2024,0.002544529262086517,0.016348869974100757,0.4961832061068702,262
ma_bias_5,2025,-0.005492424242424242,-0.008403450815276742,0.515625,256
ma_bias_60,2022,0.10226244343891404,0.112470565467889,0.6425339366515838,221
ma_bias_60,2023,0.07146853146853147,0.0914674913523756,0.5576923076923077,260
ma_bias_60,2024,0.07952810548230395,0.08328409098072084,0.6145038167938931,262
ma_bias_60,2025,0.07821969696969697,0.09972559740378424,0.58203125,256
ma_slope_10,2022,0.03244793615163986,0.020829906225733892,0.5596707818930041,243
ma_slope_10,2023,0.07463869463869464,0.09872138076404229,0.5769230769230769,260
ma_slope_10,2024,0.07009021512838307,0.07955471630640056,0.5954198473282443,262
ma_slope_10,2025,0.065625,0.08164739078936557,0.62109375,256
ma_slope_20,2022,0.06267942583732057,0.059216815817182515,0.5570175438596491,228
ma_slope_20,2023,0.07048951048951049,0.06965020201532576,0.5692307692307692,260
ma_slope_20,2024,0.07966689798750867,0.07340114136872256,0.6450381679389313,262
ma_slope_20,2025,0.09043560606060606,0.10926190317870996,0.57421875,256
ma_slope_5,2022,0.07012987012987013,0.07761168723115046,0.6031746031746031,252
ma_slope_5,2023,0.046806526806526805,0.038737448069438477,0.5346153846153846,260
ma_slope_5,2024,0.017487855655794585,0.032487702849559985,0.549618320610687,262
ma_slope_5,2025,0.009138257575757577,0.023729215583691128,0.4765625,256
